ISO,pho,con,son,obs,vow,mon,qua,ton,fam,genus,geoLat,geoLong,pop,logPop
mph,24,19,12,7,5,5,5,0,aust,Iwaidjan,#VALUE!,133:15:00,240,2.380211242
mps,23,13,5,8,10,10,5,0,trng,Teberan,#VALUE!,144:35:00,10000,4
mpt,25,13,5,8,8,4,4,4,trng,Ok,#VALUE!,141:30:00,1400,3.146128036
mqs,23,17,7,10,6,6,6,0,wpap,North Halmaheran,0:30,127:35:00,12000,4.079181246
mri,20,10,5,5,10,10,5,0,anes,Oceanic,-38:0,176:30:00,60000,4.77815125
mrq,22,12,3,9,10,10,5,0,anes,Oceanic,#VALUE!,#VALUE!,3400,3.531478917
mrt,44,36,9,27,6,6,6,2,afas,Biu-Mandara,11:00,13:00,158000,5.198657087
mrw,17,13,5,8,4,4,4,0,anes,Southern Philippines,7:50,124:00:00,776000,5.889861721
mtb,37,21,7,14,16,16,10,0,ncon,,6:10,#VALUE!,3.00E+05,5.477121255
mto,23,14,3,11,9,9,9,0,mizo,Mixe-Zoque,17:15,-96:0,5200,3.716003344
muh,41,29,12,17,9,9,9,3,ncon,Ubangi,4:45,29:40:00,23000,4.361727836
muo,42,23,10,13,14,14,8,5,ncon,,5:55,10:25,30000,4.477121255
mur,26,21,11,10,5,5,5,0,nsah,Surmic,6:30,34:00:00,60000,4.77815125
mva,18,13,5,8,5,5,5,0,anes,Oceanic,#VALUE!,145:05:00,7950,3.900367129
mwf,25,21,11,10,4,4,4,0,aust,Murrinh-Patha,#VALUE!,129:40:00,1430,3.155336037
mwk,33,19,7,12,14,14,7,0,ncon,,13:00,#VALUE!,6.00E+05,5.77815125
mwp,24,18,8,10,6,6,6,0,aust,Pama-Nyungan,-10:0,143:00:00,930,2.968482949
mwt,32,22,7,15,10,10,6,0,anes,,9:05,97:50:00,7000,3.84509804
mxu,40,22,7,15,13,13,8,5,afas,Biu-Mandara,10:50,14:05,17000,4.230448921
mya,50,34,13,21,13,11,8,3,sitb,Burmese-Lolo,21:00,96:00:00,3.20E+07,7.505149978
myk,50,29,11,18,19,19,7,2,ncon,,12:30,#VALUE!,738000,5.868056362
myp,11,8,2,6,3,3,3,0,mura,Mura,-7:0,-62:0,360,2.556302501
myu,39,17,6,11,20,20,10,2,tupi,Munduruku,#VALUE!,#VALUE!,10100,4.004321374
mzk,43,25,13,12,16,16,8,2,ncon,Bantoid,6:45,11:25,99000,4.995635195
mzm,34,23,7,16,11,11,6,0,ncon,Adamawa,9:00,11:40,4.00E+05,5.602059991
mzn,29,22,5,17,7,7,7,0,ieur,Iranian,36:30:00,52:00:00,3270000,6.514547753
mzp,23,18,6,12,5,5,5,0,_mzp,Movima,#VALUE!,#VALUE!,1450,3.161368002
mzw,52,22,8,14,30,30,10,0,ncon,,7:20,0:00,26400,4.421603927
nab,43,25,10,15,18,18,10,0,namb,Nambikuaran,#VALUE!,#VALUE!,1150,3.06069784
nam,28,20,10,10,8,8,4,0,aust,Southern Daly,#VALUE!,131:30:00,220,2.342422681
nan,25,19,10,9,6,6,6,0,sitb,Chinese,24:30:00,118:10:00,25700000,7.409933123
naq,33,19,4,15,8,8,5,6,khoi,Central Khoisan,-21:0,16:00,2.00E+05,5.301029996
nas,18,8,3,5,10,10,5,0,epap,East Bougainville,#VALUE!,155:40:00,20000,4.301029996
nav,54,36,8,28,16,16,4,2,nadn,Athapaskan,36:30:00,-110:0,149000,5.173186268
nbf,49,38,10,28,11,11,11,0,sitb,Naxi,27:30:00,100:00:00,309000,5.489958479
nbj,23,17,12,5,6,6,3,0,aust,Pama-Nyungan,#VALUE!,130:45:00,170,2.230448921
ncg,42,32,16,16,10,10,5,0,penu,Tsimshianic,55:05:00,#VALUE!,920,2.963787827
ncj,20,16,4,12,4,4,4,0,utaz,Aztecan,20:00,#VALUE!,60000,4.77815125
ncl,25,20,7,13,5,5,5,0,utaz,Aztecan,18:20,#VALUE!,3000,3.477121255
ncu,30,21,8,13,9,9,9,0,ncon,Kwa,8:15,0:15,69000,4.838849091
ndb,65,55,25,30,10,10,10,0,ncon,,6:00,10:25,25000,4.397940009
ndi,34,22,7,15,9,9,9,3,ncon,Adamawa,8:30,12:30,62000,4.792391689
nds,37,23,6,17,14,10,6,0,ieur,Germanic,53:00:00,10:00,1000,3
ndv,34,27,16,11,7,7,7,0,ncon,Northern Atlantic,14:55,-17:0,38600,4.586587305
neb,50,19,4,15,27,27,9,4,ncon,,7:40,#VALUE!,38500,4.58546073
nep,39,27,5,22,12,12,6,0,ieur,Indic,28:00:00,85:00:00,11100000,7.045322979
new,32,24,15,9,8,8,4,0,sitb,Bodic,27:40:00,85:30:00,825000,5.916453949
nez,36,26,10,16,10,10,5,0,penu,Sahaptian,46:15:00,-117:0,200,2.301029996
nfr,44,25,9,16,19,19,7,0,ncon,Gur,8:00,#VALUE!,61000,4.785329835
nga,34,22,7,15,12,12,7,0,ncon,Ubangi,3:40,20:00,1010000,6.004321374
ngb,31,19,6,13,12,12,7,0,ncon,Ubangi,3:50,22:20,250000,5.397940009
nge,40,29,10,19,9,9,9,2,ncon,Bantoid,6:10,10:00,18800,4.274157849
ngi,40,34,12,22,6,6,3,0,afas,West Chadic,12:00,11:00,80000,4.903089987
nhb,49,24,9,15,19,19,7,6,ncon,Eastern Mande,7:45,#VALUE!,17000,4.230448921
nhu,33,19,11,8,14,14,7,0,ncon,Bantoid,6:25,10:35,25000,4.397940009
nie,36,23,10,13,13,13,7,0,ncon,Adamawa,9:45,17:40,5160,3.712649702
nio,29,20,11,9,9,9,9,0,urlc,Samoyedic,73:30:00,85:30:00,500,2.698970004
nir,18,12,4,8,6,6,6,0,trng,Nimboran,#VALUE!,140:10:00,2000,3.301029996
niv,44,35,11,24,9,9,5,0,_niv,Nivkh,53:00:00,141:00:00,690,2.838849091
niz,21,14,7,7,7,7,7,0,torr,Wapei-Palei,#VALUE!,142:15:00,950,2.977723605
njo,20,14,6,8,6,6,6,0,sitb,Kuki-Chin,26:35:00,94:40:00,232000,5.365487985
nla,59,37,9,28,19,19,9,3,ncon,,5:45,10:10,45000,4.653212514
nld,39,24,9,15,15,12,7,0,ieur,Germanic,52:00:00,5:00,16400000,7.214843848
nmg,54,46,10,36,8,8,8,0,ncon,Bantoid,3:05,10:15,9000,3.954242509
nml,53,30,14,16,18,18,9,5,ncon,,4:40,10:10,5950,3.774516966
nmm,45,30,9,21,10,10,6,5,sitb,Bodic,28:33:00,84:12:00,3740,3.572871602
nmu,24,18,5,13,6,6,6,0,penu,Maiduan,40:20:00,#VALUE!,2,0.301029996
nmz,35,21,8,13,14,14,7,0,ncon,,8:40,1:00,146000,5.164352856
nna,27,20,13,7,7,7,3,0,aust,Pama-Nyungan,#VALUE!,122:10:00,260,2.414973348
nnh,28,17,6,11,7,7,7,4,ncon,,5:25,10:05,250000,5.397940009
nnk,20,14,5,9,6,6,6,0,trng,Finisterre-Huon,#VALUE!,146:30:00,2500,3.397940009
nnm,15,9,6,3,6,6,6,0,sepr,Yellow River,#VALUE!,141:45:00,6000,3.77815125
nob,48,27,13,14,19,19,10,2,ieur,Germanic,,,4640000,6.666517981
noo,47,37,8,29,10,10,5,0,waka,Southern Wakashan,49:25:00,-126:0,200,2.301029996
nrb,22,17,10,7,5,5,5,0,nsah,Nara,15:20,37:30:00,81400,4.910624405
nsh,34,26,8,18,6,6,6,2,ncon,,6:05,9:50,9200,3.963787827
nup,38,25,6,19,8,8,5,5,ncon,Nupoid,9:00,5:30,8.00E+05,5.903089987
nus,48,20,9,11,28,28,14,0,nsah,Nilotic,8:40,32:00:00,740000,5.86923172
nut,32,21,10,11,11,10,6,0,taik,Kam-Tai,21:55,106:30:00,856000,5.932473765
nuv,54,21,8,13,30,30,10,3,ncon,Gur,12:10,-3:0,50000,4.698970004
nuy,24,19,13,6,5,5,4,0,aust,Nunggubuyu,#VALUE!,135:40:00,360,2.556302501
nwb,44,24,7,17,16,16,9,4,ncon,,6:48,#VALUE!,42700,4.630427875
nxg,27,21,5,16,6,6,6,0,anes,Central Malayo-Polynesian,#VALUE!,120:55:00,60000,4.77815125
nxl,17,12,6,6,5,5,5,0,anes,Central Malayo-Polynesian,#VALUE!,129:05:00,1500,3.176091259
nyi,25,18,9,9,7,7,7,0,nsah,Nyimang,12:07,29:27:00,70000,4.84509804
nyl,40,20,7,13,20,20,10,0,ausa,,15:00,104:15:00,200,2.301029996
nym,53,36,21,15,14,14,7,3,ncon,Bantoid,-5:0,33:00:00,980000,5.991226076
nyn,28,20,5,15,8,5,5,0,ncon,Bantoid,0:30,30:30:00,2330000,6.367355921
oca,38,27,8,19,9,9,5,2,wita,Huitoto,#VALUE!,#VALUE!,54,1.73239376
ogb,34,24,13,11,10,10,10,0,ncon,Cross River,4:40,6:20,2.00E+05,5.301029996
ojg,27,16,3,13,11,11,3,0,algi,Algonquian,45:00:00,-79:0,25900,4.413299764
okr,36,24,8,16,10,10,10,2,ncon,,4:35,7:00,248000,5.394451681
oku,29,18,6,12,7,7,7,4,ncon,Bantoid,6:15,10:30,40000,4.602059991
okv,17,12,3,9,5,5,5,0,trng,Binanderean,,,35000,4.544068044
one,22,10,4,6,12,12,4,0,iroq,Northern Iroquoian,43:15:00,#VALUE!,200,2.301029996
ood,29,19,6,13,10,10,5,0,utaz,Tepiman,33:20:00,#VALUE!,9600,3.982271233
oon,24,16,8,8,8,8,8,0,anda,South Andamanese,10:45,92:25:00,94,1.973127854
oru,31,25,11,14,6,6,6,0,ieur,Iranian,32:30:00,69:45:00,1000,3
oss,39,30,6,24,9,9,9,0,ieur,Iranian,43:00:00,44:10:00,1.00E+05,5
ote,58,42,13,29,13,13,9,3,otma,Otomian,20:10,#VALUE!,1.00E+05,5
ozm,52,22,7,15,24,24,12,6,ncon,,,,30000,4.477121255
pac,33,18,7,11,15,12,12,0,ausa,Katuic,16:25,107:10:00,16000,4.204119983
pae,51,42,22,20,7,7,7,2,ncon,,3:05,22:00,28000,4.447158031
pan,73,50,14,36,20,20,10,3,ieur,Indic,31:00:00,74:00:00,27100000,7.432969291
pao,24,14,5,9,10,10,5,0,utaz,Numic,41:00:00,-118:0,1630,3.212187604
par,36,23,10,13,13,12,6,0,utaz,Numic,36:40:00,-117:0,20,1.301029996
pau,22,10,4,6,12,12,6,0,anes,Palauan,7:10,134:30:00,14800,4.170261715
pav,20,14,6,8,6,6,6,0,chaw,Chapacura-Wanham,#VALUE!,#VALUE!,1930,3.285557309
pay,28,18,11,7,10,10,5,0,chib,Paya,15:00,#VALUE!,990,2.995635195
pbb,39,29,14,15,10,10,4,0,_pbb,PÃ¡ezan,2:40,-76:0,77400,4.888740961
pbh,25,12,7,5,13,13,7,0,cari,Cariban,7:00,#VALUE!,3540,3.549003262
pbi,35,31,12,19,4,4,4,0,afas,Biu-Mandara,11:00,14:06,30000,4.477121255
pcc,38,24,7,17,8,8,7,6,taik,Kam-Tai,26:03:00,105:45:00,2600000,6.414973348
pes,30,24,6,18,6,6,6,0,ieur,Iranian,32:00:00,54:00:00,2.20E+07,7.342422681
pex,30,15,7,8,15,11,8,0,anes,,#VALUE!,154:30:00,2000,3.301029996
phl,40,30,8,22,10,10,5,0,ieur,,35:50:00,71:45:00,10000,4
pib,26,16,6,10,10,10,5,0,arwk,Arawakan,#VALUE!,#VALUE!,4000,3.602059991
pil,38,25,9,16,9,9,9,4,ncon,,9:50,1:50,74000,4.86923172
plg,22,18,7,11,4,4,4,0,mgua,Guaicuruan,-25:0,-60:0,4000,3.602059991
plo,32,20,7,13,12,12,6,0,mizo,Mixe-Zoque,17:58,#VALUE!,100,2
plt,36,31,18,13,5,5,5,0,anes,Barito,,,7520000,6.876217841
pmq,54,40,19,21,12,12,6,2,otma,,22:00,#VALUE!,5620,3.749736316
pol,37,31,8,23,6,6,6,0,ieur,Slavic,52:00:00,20:00,36600000,7.563481085
pom,38,27,6,21,11,11,6,0,hoka,Pomoan,39:00:00,#VALUE!,5,0.698970004
pon,20,14,8,6,6,6,6,0,anes,Oceanic,7:00,158:00:00,29000,4.462397998
poq,29,19,7,12,10,10,5,0,mizo,,17:53,#VALUE!,430,2.633468456
por,38,23,10,13,15,15,7,0,ieur,Romance,40:00:00,-8:0,1.00E+07,7
pos,25,19,6,13,6,6,6,0,mizo,Mixe-Zoque,17:50,95:00:00,4000,3.602059991
prk,77,34,17,17,43,18,18,0,ausa,Palaung-Khmuic,23:15,99:30:00,922000,5.964730921
prt,35,17,8,9,18,18,9,0,ausa,,19:15,101:10:00,20000,4.301029996
pst,38,31,8,23,7,7,4,0,ieur,Iranian,33:00:00,67:00:00,7920000,6.898725182
ptp,44,30,18,12,14,14,7,0,anes,Oceanic,-7:0,146:40:00,1700,3.230448921
pwn,26,22,11,11,4,4,4,0,anes,Paiwanic,22:20,120:50:00,66100,4.820201459
pww,52,23,8,15,24,17,15,5,sitb,Karen,15:10,99:00:00,60000,4.77815125
quc,32,22,6,16,10,10,5,0,maya,Mayan,15:00,#VALUE!,1900000,6.278753601
qug,36,31,7,24,5,5,5,0,quch,Quechuan,#VALUE!,-79:0,1.00E+06,6
quh,37,32,9,23,5,5,5,0,quch,Quechuan,-20:0,-66:0,2780000,6.444044796
qui,37,33,3,30,4,4,4,0,chmn,Chimakuan,47:50:00,#VALUE!,10,1
qum,32,22,7,15,10,10,5,0,maya,Mayan,15:13,#VALUE!,8000,3.903089987
qvh,31,21,8,13,10,10,5,0,quch,Quechuan,-9:0,#VALUE!,72400,4.859738566
qwh,30,20,7,13,10,10,5,0,quch,,-9:0,-78:0,336000,5.526339277
qxl,29,24,7,17,5,5,5,0,quch,,#VALUE!,#VALUE!,14300,4.155336037
qxw,27,22,9,13,5,5,5,0,quch,,#VALUE!,#VALUE!,23000,4.361727836
rel,33,21,8,13,10,10,5,2,afas,Eastern Cushitic,2:00,37:30:00,34700,4.540329475
rgr,35,30,8,22,5,5,5,0,arwk,Arawakan,#VALUE!,#VALUE!,14,1.146128036
rif,49,45,12,33,4,4,4,0,afas,Berber,34:30:00,#VALUE!,1500000,6.176091259
rma,28,19,8,11,9,9,5,0,chib,Rama,11:42,#VALUE!,24,1.380211242
ron,31,22,6,16,9,9,9,0,ieur,Romance,46:00:00,25:00:00,19700000,7.294466226
roo,11,6,1,5,5,5,5,0,epap,West Bougainville,-6:0,155:05:00,4320,3.635483747
rro,14,9,3,6,5,5,5,0,anes,Oceanic,#VALUE!,146:30:00,15000,4.176091259
ruk,57,30,13,17,24,16,8,3,ncon,,9:50,8:35,1.00E+05,5
run,29,22,6,16,5,5,5,2,ncon,Bantoid,#VALUE!,30:00:00,4600000,6.662757832
rus,38,33,9,24,5,5,5,0,ieur,Slavic,56:00:00,38:00:00,1.16E+08,8.064457989
rut,64,59,17,42,5,5,5,0,ncau,Lezgic,41:40:00,47:15:00,29400,4.46834733
rwr,46,36,11,25,10,8,8,0,ieur,,,,5600000,6.748188027
sad,54,47,10,37,7,7,7,0,khoi,Sandawe,#VALUE!,35:25:00,40000,4.602059991
sae,18,13,5,8,5,5,5,0,namb,,#VALUE!,#VALUE!,1,0
sah,49,33,13,20,16,16,8,0,altc,Turkic,73:00:00,115:00:00,363000,5.559906625
sas,30,19,8,11,11,5,5,0,anes,,#VALUE!,116:30:00,2100000,6.322219295
sba,34,18,6,12,13,13,8,3,nsah,Bongo-Bagirmi,8:45,16:00,896000,5.95230801
sbd,26,18,6,12,8,8,8,0,ncon,,13:00,-3:0,85000,4.929418926
sbf,43,28,8,20,13,13,8,2,nsah,Shabo,7:40,35:23:00,450,2.653212514
sbs,51,46,15,31,5,5,5,0,ncon,Bantoid,#VALUE!,25:50:00,26600,4.424881637
sed,53,39,27,12,14,14,14,0,ausa,Bahnaric,14:50,108:00:00,101000,5.004321374
see,27,11,4,7,16,16,6,0,iroq,Northern Iroquoian,36:00:00,#VALUE!,150,2.176091259
sef,36,24,15,9,12,12,7,0,ncon,Gur,9:30,#VALUE!,862000,5.935507266
sei,25,17,4,13,8,8,4,0,hoka,Seri,29:00:00,#VALUE!,900,2.954242509
sel,34,18,12,6,16,16,7,0,urlc,Samoyedic,60:00:00,82:30:00,1640,3.214843848
seq,53,21,6,15,28,28,7,4,ncon,,10:31,#VALUE!,50000,4.698970004
ser,42,33,11,22,9,9,9,0,utaz,Takic,34:00:00,#VALUE!,1,0
ses,48,33,13,20,15,15,6,0,nsah,Songhay,17:00,-1:0,1.00E+05,5
set,17,10,5,5,7,7,7,0,trng,Sentani,#VALUE!,140:30:00,30000,4.477121255
sey,18,12,3,9,6,6,6,0,tucn,Tucanoan,0:15,-76:0,550,2.740362689
sgz,21,15,7,8,6,6,6,0,anes,Oceanic,-4:0,152:50:00,3000,3.477121255
shb,25,13,8,5,12,12,6,0,yano,Yanomam,3:45,#VALUE!,470,2.672097858
shi,31,28,16,12,3,3,3,0,afas,Berber,29:30:00,-8:0,3.00E+06,6.477121255
shn,25,20,9,11,5,5,5,0,taik,Kam-Tai,19:15,98:00:00,3200000,6.505149978
shs,44,37,21,16,7,7,7,0,sali,Interior Salish,51:20:00,121:00:00,500,2.698970004
sid,35,25,7,18,10,10,5,0,afas,Eastern Cushitic,6:40,38:20:00,2900000,6.462397998
sin,53,37,13,24,16,16,7,0,ieur,Indic,8:00,81:00:00,15500000,7.190331698
sja,31,17,3,14,14,14,7,0,choc,Choco,2:50,#VALUE!,3500,3.544068044
sjr,22,15,7,8,7,7,7,0,anes,Oceanic,#VALUE!,152:55:00,2080,3.318063335
sjw,19,13,5,8,6,6,4,0,algi,Algonquian,34:50:00,#VALUE!,200,2.301029996
skd,21,15,6,9,6,6,6,0,penu,Miwok,37:30:00,120:00:00,7,0.84509804
skf,35,15,7,8,20,20,5,0,tupi,Tupari,#VALUE!,#VALUE!,23,1.361727836
skr,83,48,15,33,35,18,9,0,ieur,,29:40:00,70:35:00,13800000,7.139879086
skv,23,13,6,7,7,7,7,3,skoo,Western Skou,#VALUE!,140:55:00,700,2.84509804
slc,32,22,6,16,10,10,5,0,slvn,SÃ¡liba,6:00,-70:0,1310,3.117271296
sld,51,22,7,15,27,27,9,2,ncon,,11:02,#VALUE!,13000,4.113943352
slu,19,14,6,8,5,5,5,0,anes,Central Malayo-Polynesian,#VALUE!,130:55:00,8000,3.903089987
slv,37,21,6,15,16,16,8,0,ieur,Slavic,46:00:00,15:00,1730000,6.238046103
sma,45,39,22,17,6,6,6,0,urlc,Saami,63:40:00,15:20,300,2.477121255
smq,18,12,4,8,6,6,6,0,trng,East Strickland,#VALUE!,142:10:00,900,2.954242509
sna,42,37,8,29,5,5,5,0,ncon,Bantoid,-19:0,31:00:00,10700000,7.029383778
snd,54,44,15,29,10,10,10,0,ieur,Indic,26:00:00,69:00:00,18500000,7.267171728
snk,52,34,12,22,14,14,5,4,ncon,Western Mande,15:00,-9:0,7.00E+05,5.84509804
snn,30,18,9,9,12,12,6,0,tucn,Tucanoan,0:25,-76:0,300,2.477121255
snv,46,38,19,19,8,8,7,0,anes,Northwest Malayo-Polynesian,3:40,115:45:00,1110,3.045322979
som,52,30,9,21,20,20,10,2,afas,Eastern Cushitic,0:00,48:00:00,8340000,6.921166051
spa,25,20,9,11,5,5,5,0,ieur,Romance,40:00:00,-4:0,28200000,7.450249108
spl,21,15,10,5,6,6,6,0,trng,Finisterre-Huon,#VALUE!,147:15:00,7000,3.84509804
spo,43,38,13,25,5,5,5,0,sali,Interior Salish,47:50:00,-138:0,50,1.698970004
spy,31,13,8,5,18,18,10,0,nsah,,1:00,34:45:00,279000,5.445604203
sqt,34,28,16,12,6,6,6,0,afas,Semitic,12:30,54:00:00,57000,4.755874856
squ,37,30,5,25,7,7,4,0,sali,Central Salish,49:30:00,#VALUE!,15,1.176091259
srq,28,18,7,11,10,10,5,0,tupi,Tupi-GuaranÃ_,#VALUE!,64:00:00,400,2.602059991
srr,43,33,13,20,10,10,5,0,ncon,,16:30,-15:0,1130000,6.053078443
ssg,28,11,5,6,17,10,5,0,anes,,#VALUE!,144:10:00,1000,3
sso,46,37,8,29,9,9,9,0,anes,,-3:0,142:05:00,300,2.477121255
stc,47,30,21,9,17,16,9,0,epap,Oceanic,-11:0,166:00:00,4280,3.631443769
str,40,35,13,22,5,5,5,0,sali,Central Salish,48:27:00,#VALUE!,20,1.301029996
stw,42,29,15,14,13,13,8,0,anes,,7:15,147:00:00,460,2.662757832
sue,18,13,9,4,5,5,5,0,trng,Binanderean,#VALUE!,147:30:00,3000,3.477121255
sun,26,19,8,11,7,7,7,0,anes,Sundanese,-7:0,107:30:00,3.40E+07,7.531478917
suq,31,22,8,14,7,7,7,2,nsah,Surmic,5:40,35:40:00,19600,4.292256071
sur,37,25,8,17,12,12,6,0,afas,West Chadic,9:35,8:30,295000,5.469822016
sus,35,21,9,12,14,14,7,0,ncon,Western Mande,10:00,-13:0,906000,5.957128198
svr,30,19,8,11,11,11,11,0,drav,,19:09,82:21:00,20200,4.305351369
svs,22,17,10,7,5,5,5,0,epap,Savosavo,#VALUE!,159:50:00,2420,3.383815366
swe,35,18,5,13,17,17,9,0,ieur,Germanic,60:00:00,15:00,7910000,6.898176483
swh,36,31,10,21,5,5,5,0,ncon,Bantoid,#VALUE!,39:50:00,350000,5.544068044
swi,54,47,25,22,7,7,7,0,taik,Kam-Tai,26:00:00,107:30:00,2.00E+05,5.301029996
sxm,41,20,8,12,21,18,9,0,ausa,,13:30,104:00:00,50,1.698970004
sza,50,32,17,15,18,18,10,0,ausa,Aslian,3:00,103:00:00,6418,3.807399713
taj,29,19,7,12,10,10,10,0,sitb,Bodic,28:00:00,85:15:00,759000,5.880241776
tam,33,21,10,11,12,10,5,0,drav,Southern Dravidian,9:00,80:30:00,61500000,7.788875116
taq,43,22,7,15,21,21,7,0,afas,Berber,14:30,0:15,250000,5.397940009
tav,17,11,3,8,6,6,6,0,tucn,Tucanoan,0:30,#VALUE!,400,2.602059991
tay,27,19,7,12,8,8,5,0,anes,Atayalic,24:30:00,121:00:00,84300,4.925827575
tba,32,22,10,12,10,10,7,0,arwk,Arawakan,#VALUE!,#VALUE!,180,2.255272505
tbi,33,24,8,16,9,9,9,0,nsah,Eastern Jebel,11:20,34:00:00,67200,4.827369273
tbz,32,17,7,10,12,12,7,3,ncon,,10:15,1:15,120000,5.079181246
tca,38,18,6,12,11,11,6,9,_tca,Ticuna,-4:0,#VALUE!,32600,4.5132176
tcb,54,35,10,25,14,14,6,5,nadn,Athapaskan,64:00:00,-143:0,35,1.544068044
tcy,37,24,10,14,13,13,7,0,drav,Southern Dravidian,12:45,75:20:00,1950000,6.290034611
tdh,38,30,7,23,8,8,8,0,sitb,Bodic,27:25:00,86:30:00,30000,4.477121255
ted,39,17,4,13,18,18,9,4,ncon,,4:40,#VALUE!,28300,4.451786436
tee,36,26,7,19,10,10,5,0,toto,Totonacan,20:30,#VALUE!,3000,3.477121255
teh,35,28,7,21,7,7,7,0,chon,Chon Proper,-47:0,#VALUE!,4,0.602059991
tel,68,47,12,35,21,21,10,0,drav,South-Central Dravidian,16:00,79:00:00,69600000,7.84260924
tem,25,17,6,11,8,8,8,0,ncon,Southern Atlantic,8:45,#VALUE!,1230000,6.089905111
teq,25,18,8,10,7,7,7,0,nsah,Temein,11:50,29:25:00,13000,4.113943352
tet,19,14,8,6,5,5,5,0,anes,Central Malayo-Polynesian,#VALUE!,125:05:00,4.00E+05,5.602059991
tew,57,34,7,27,19,19,6,4,kita,Kiowa-Tanoan,36:00:00,#VALUE!,1300,3.113943352
tfi,41,23,6,17,14,14,7,4,ncon,,6:40,2:38,66000,4.819543936
tft,25,20,8,12,5,5,5,0,wpap,North Halmaheran,0:50,127:20:00,42000,4.62324929
tgc,17,12,4,8,5,5,5,0,anes,Oceanic,#VALUE!,150:55:00,6000,3.77815125
tgl,28,18,7,11,10,10,5,0,anes,Meso-Philippine,14:00,121:00:00,21500000,7.33243846
tgw,45,23,8,15,22,22,6,0,ncon,,8:47,#VALUE!,138000,5.139879086
tha,45,21,7,14,18,18,9,6,taik,Kam-Tai,15:00,100:40:00,20200000,7.305351369
thm,47,20,7,13,23,20,10,4,ausa,,17:25,103:20:00,750,2.875061263
thv,37,25,7,18,12,12,7,0,afas,Berber,22:30,7:00,25000,4.397940009
tig,54,47,11,36,7,7,2,0,afas,Semitic,16:05,40:05:00,1050000,6.021189299
tik,46,27,7,20,14,14,8,5,ncon,Bantoid,5:50,11:40,25000,4.397940009
tiw,18,14,9,5,4,4,4,0,aust,Tiwian,#VALUE!,131:00:00,1830,3.26245109
tix,41,26,6,20,12,12,6,3,kita,Kiowa-Tanoan,35:05:00,#VALUE!,1630,3.212187604
tiy,22,16,7,9,6,6,6,0,anes,South Mindanao,6:50,124:10:00,50000,4.698970004
tlf,27,17,6,11,8,8,3,2,trng,Ok,5:00,141:45:00,5400,3.73239376
tli,48,43,16,27,5,5,5,0,nadn,Tlingit,59:30:00,-136:0,1200,3.079181246
tlo,21,14,8,6,7,7,7,0,ncon,Talodi Proper,10:40,30:30:00,1500,3.176091259
tma,30,21,9,12,9,9,9,0,nsah,Taman,14:30,22:00,62900,4.798650645
tml,19,14,4,10,5,5,5,0,trng,Asmat-Kamoro,#VALUE!,139:10:00,290,2.462397998
tna,22,18,5,13,4,4,4,0,taca,Tacanan,#VALUE!,-68:0,1820,3.260071388
tnl,21,15,8,7,6,6,6,0,anes,Oceanic,#VALUE!,169:10:00,11500,4.06069784
tob,28,21,8,13,7,7,4,0,mgua,Guaicuruan,-26:0,-59:0,19800,4.29666519
tol,31,26,5,21,5,5,5,0,nadn,,41:50:00,-124:0,4,0.602059991
ton,17,12,4,8,5,5,5,0,anes,Oceanic,#VALUE!,#VALUE!,96300,4.983626287
top,26,20,5,15,6,6,3,0,toto,Totonacan,20:25,#VALUE!,80000,4.903089987
toq,27,17,8,9,9,9,9,1,nsah,,5:20,34:00:00,1.00E+05,5
tow,61,39,11,28,22,22,6,0,kita,Kiowa-Tanoan,35:40:00,#VALUE!,1300,3.113943352
tpm,33,24,9,15,9,9,9,0,ncon,Gur,9:50,#VALUE!,16000,4.204119983
tpt,34,24,8,16,10,10,5,0,toto,Totonacan,20:45,#VALUE!,3000,3.477121255
tpx,30,20,6,14,10,10,5,0,subt,Subtiaba-Tlapanec,17:11,-99:0,54000,4.73239376
tpy,24,18,6,12,6,6,6,0,_tpy,Trumai,#VALUE!,#VALUE!,100,2
tpz,26,12,5,7,14,13,7,0,anes,,#VALUE!,155:00:00,3900,3.591064607
tqo,14,8,4,4,6,6,6,0,trng,Eleman Proper,#VALUE!,146:15:00,23000,4.361727836
trg,40,24,5,19,16,16,10,0,afas,Semitic,38:00:00,47:00:00,4230,3.626340367
trv,43,33,11,22,10,10,10,0,anes,Atayalic,24:00:00,121:30:00,20000,4.301029996
trw,51,38,8,30,13,13,7,0,ieur,Indic,34:15:00,72:00:00,60000,4.77815125
tsi,41,38,12,26,3,3,3,0,penu,Tsimshianic,54:25:00,#VALUE!,750,2.875061263
tsj,37,32,8,24,5,5,5,0,sitb,Bodic,27:50:00,92:10:00,157000,5.195899652
tsp,35,16,6,10,14,14,7,5,ncon,Gur,11:10,#VALUE!,19500,4.290034611
tsu,21,15,5,10,6,6,6,0,anes,Tsouic,23:30,120:45:00,2130,3.328379603
tsz,32,26,7,19,6,6,6,0,tara,Tarascan,19:30,#VALUE!,40000,4.602059991
ttl,54,44,14,30,10,10,5,0,ncon,,#VALUE!,24:40:00,14000,4.146128036
ttq,37,23,7,16,14,14,7,0,afas,,15:00,4:00,450000,5.653212514
ttr,48,42,13,29,6,6,6,0,afas,Biu-Mandara,11:10,11:50,101000,5.004321374
tuq,35,24,8,16,11,11,11,0,nsah,Western Saharan,20:00,19:00,28500,4.45484486
