"","ISO","lang.family","lang.genus","native.country","native.country.area","language","lat","lon","area","perimeter","n.neighbors","mean.temp","sum.precip","sd.temp","sd.precip","growing.season","pop_log","morphological.complexity","complexity.bias","p.complexity.bias","mono.complexity.bias","open.complexity.bias","morphological.complexity.ld","propPresent","adjusted.complexity","ratio.L2.L1","scaled.LDT.ZM","scaled.LDT.H","scaled.LDT.TTR","stock","region","n.L1.speakers","n.L2.speakers","TTR.LDT","n.phonemes","n.consonants","n.vowels","n.sonorants","n.obstruents","n.monophthongs","n.qual.monophthongs","n.tones","mean.length","mean.dependency.length","information.density","syllable.rate","information.rate","mean.aoa","normalized.vowel.diversity","normalized.consonant.diversity","normalized.tone.diversity","normalized.phoneme.diversity","distance.from.origin"
"995","mdr","Austronesian","Sulawesi","Indonesia","Asia","mandar",-3.42,119.08,132130,666464,20,NA,NA,NA,NA,NA,5.30103,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0859375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","mwv","Austronesian","Sundic","Indonesia","Asia","mentawai",-1.5,99,603633,1507938,3,NA,NA,NA,NA,NA,4.69897,13,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.53571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","mso","Mombum","Mombum","Indonesia","Asia","mombum",-8.25,138.75,12732,251246,2,NA,NA,NA,NA,NA,2.39794,13,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.36805555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","mhz","Austronesian","South Halmahera - West New Guinea","Indonesia","Asia","mor",-3,135.75,1814,158215,3,NA,NA,NA,NA,NA,2.8451,13,NA,NA,NA,NA,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,14,5,10,4,5,5,0,4.29411764705882,NA,NA,NA,NA,NA,-0.4846364,-1.5544112,0.54663194,-0.497471906,15747.56
"999","akc","West Papuan","Kebar","Indonesia","Asia","mpur",-0.75,133.25,64153,186574,5,NA,NA,NA,NA,NA,3.8451,14,NA,NA,NA,NA,0,0.16667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56410256410256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","mrz","Marind","Marind Proper","Indonesia","Asia","marind",-7.83,140.17,1410048,1703015,19,NA,NA,NA,NA,NA,3.8451,18,NA,NA,NA,NA,-5,0.70833,-3.54165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85714285714286,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,-0.7687792,-0.656792827,16430.57
"1001","mok","Morehead and Upper Maro Rivers","Morehead and Upper Maro Rivers","Indonesia","Asia","moraori",-8.58,140.67,16805,113893,3,NA,NA,NA,NA,NA,1.69897,13,NA,NA,NA,NA,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95454545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002","zrs","Trans-New Guinea","Mairasi-Tanah Merah","Indonesia","Asia","mairasi",-3.5,134,128106,468580,7,26.3833,199.5,53.785,0.9154,12,3.51851,13,NA,NA,NA,NA,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003","sdo","Austronesian","Borneo","Malaysia","Asia","mentuhtapuh",1.25,111,44947.5,184425,9.5,NA,NA,NA,NA,NA,4.53908,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1004","slz","Austronesian","South Halmahera - West New Guinea","Indonesia","Asia","maya",-1.25,130.92,11578,108211,4,NA,NA,NA,NA,NA,3.60206,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.22649572649573,NA,NA,NA,NA,NA,-0.4846364,-1.5544112,1.86204304,-0.05900154,15183.16
"1005","mhy","Austronesian","Borneo","Indonesia","Asia","maanyan",-2,115,387949,662249,9,NA,NA,NA,NA,NA,5.17609,13,NA,NA,NA,NA,-1,0.08333,-0.08333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07894736842105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1006","nxg","Austronesian","Central Malayo-Polynesian","Indonesia","Asia","ngada",-8.83,121,14710,167233,9,NA,NA,NA,NA,NA,4.77815,10,NA,NA,NA,NA,-3,0.20833,-0.62499,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,21,6,5,16,6,6,0,3.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007","nia","Austronesian","Sundic","Indonesia","Asia","nias",1,97.75,520030,1390293,3,NA,NA,NA,NA,NA,5.68124,14,NA,NA,NA,NA,-2,0.29167,-0.58334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1008","nir","Nimboran","Nimboran","Indonesia","Asia","nimboran",-2.5,140.17,8247,70207,7,NA,NA,NA,NA,NA,3.30103,11,NA,NA,NA,NA,-2,0.16667,-0.33334,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,12,6,4,8,6,6,0,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009","npy","Austronesian","Sulawesi","Indonesia","Asia","napu",-1.33,120.42,26198,189543,8,NA,NA,NA,NA,NA,3.77815,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1010","nni","Austronesian","Central Malayo-Polynesian","Indonesia","Asia","nuaulu",-3.25,129.17,5166,62771,5,NA,NA,NA,NA,NA,3.17609,15,NA,NA,NA,NA,0,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011","afz","Lakes Plain","Lakes Plain","Indonesia","Asia","obokuitai",-3,138,13753,113716,7,NA,NA,NA,NA,NA,2.07918,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92307692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012","nij","Austronesian","Borneo","Indonesia","Asia","olohmangtangai",-0.83,113,827931,487202,6,NA,NA,NA,NA,NA,5.90309,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05898876404494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013","ury","Tor","Tor","Indonesia","Asia","orya",-2.75,139.83,81912,250087,11,NA,NA,NA,NA,NA,3.20412,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1014","pdo","Austronesian","Sulawesi","Indonesia","Asia","padoe",-2.33,121.33,21023,129132,5,NA,NA,NA,NA,NA,3.77815,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015","pgu","West Papuan","North Halmaheran","Indonesia","Asia","pagu",1.25,127.75,11914,79655,6,NA,NA,NA,NA,NA,3.5197,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96052631578947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016","psa","Trans-New Guinea","Awju-Dumut","Indonesia","Asia","pisa",-5.17,139.17,69890,239313,8,NA,NA,NA,NA,NA,3.81291,13,NA,NA,NA,NA,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017","plh","Austronesian","Central Malayo-Polynesian","Indonesia","Asia","paulohi",-3.25,128.75,147,10122,2,NA,NA,NA,NA,NA,1.69897,14,NA,NA,NA,NA,-1,0.20833,-0.20833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018","pmf","Austronesian","Sulawesi","Indonesia","Asia","pamona",-1.75,120.83,1376758,2505807,19,NA,NA,NA,NA,NA,5.02531,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85294117647059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1019","rej","Austronesian","Sundic","Indonesia","Asia","rejang",-3.42,102.5,142725,356960,11,26.3667,304.083,87.659,0.3525,12,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.47058823529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020","saj","West Papuan","North Halmaheran","Indonesia","Asia",NA,1.17,127.5,10106,109633,5,NA,NA,NA,NA,NA,3.87506,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021","mnx","East Birds Head","East Birds Head","Indonesia","Asia",NA,-1.5,134,76753,220521,4,NA,NA,NA,NA,NA,4.07918,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11538461538461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022","sxn","Austronesian","Sulawesi","Indonesia","Asia",NA,3.5,125.5,62022,558977.5,3,25.9083,265.083,100.158,0.3988,12,5.40654,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45138888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1023","ski","Austronesian","Central Malayo-Polynesian","Indonesia","Asia",NA,-8.7,122.25,22133,353964,4,NA,NA,NA,NA,NA,5.24304,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02906976744186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024","tty","Lakes Plain","Lakes Plain","Indonesia","Asia",NA,-2.92,138.25,23685,117310,9,NA,NA,NA,NA,NA,2.90309,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.34285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","sly","Austronesian","Sulawesi","Indonesia","Asia",NA,-6,120.5,84232,607391,3,NA,NA,NA,NA,NA,4.95424,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.81081081081081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","set","Sentani","Sentani","Indonesia","Asia",NA,-2.58,140.58,9183,79775,5,26.5028,173.944,64.115,0.2447,12,4.47712,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,10,7,5,5,7,7,0,3.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027","sob","Austronesian","Oceanic","Indonesia","Asia",NA,-1.92,138.75,223,31923,2,NA,NA,NA,NA,NA,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.63235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028","slu","Austronesian","Central Malayo-Polynesian","Indonesia","Asia",NA,-8.2,131,6269,185000,1,NA,NA,NA,NA,NA,3.90309,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,14,5,6,8,5,5,0,3.40625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029","sun","Austronesian","Sundic","Indonesia","Asia",NA,-7,107,3685259,1960939,4,19.3711,252.394,114.011,0.4016,11.7333,7.43136,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,19,7,8,11,7,7,0,5.03092783505155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030","tnm","Sentani","Sentani","Indonesia","Asia",NA,-2.45,140.42,5922,124352,7,26.4167,156.444,62.951,0.2685,12,3.57403,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32352941176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031","tby","West Papuan","North Halmaheran","Indonesia","Asia",NA,1.5,127.25,151530,642603,17,NA,NA,NA,NA,NA,4.17609,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1032","tti","Austronesian","Oceanic","Indonesia","Asia",NA,-2.58,140.67,583,64923,2,NA,NA,NA,NA,NA,2.54407,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033","tzn","Austronesian","Central Malayo-Polynesian","Indonesia","Asia",NA,-7.72,126.75,4081,81997,1,NA,NA,NA,NA,NA,3.07918,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82258064516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034","kps","West Papuan","West Birds Head","Indonesia","Asia",NA,-1.5,132,54799,269007,6,NA,NA,NA,NA,NA,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035","tvo","West Papuan","North Halmaheran","Indonesia","Asia",NA,0.75,127.5,73732,531811,10,26.425,184.333,45.356,0.372,12,4.41497,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48717948717949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1036","tld","Austronesian","Sulawesi","Indonesia","Asia",NA,4.25,126.75,41340,385422,0,NA,NA,NA,NA,NA,4.77815,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037","tcg","Kayagar","Kayagar","Indonesia","Asia",NA,-6.42,139.25,6428,88435,4,NA,NA,NA,NA,NA,3.54407,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.51515151515152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1038","tdn","Austronesian","Sulawesi","Indonesia","Asia",NA,1.25,125,14374,90657,5,23.9417,234.292,81.226,0.3701,12,4.90309,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91935483870968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039","tnt","Austronesian","Sulawesi","Indonesia","Asia",NA,1.08,124.5,63550,308695,8,21.975,203.5,62.293,0.3415,12,5.17609,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.03125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040","tsg","Austronesian","Meso-Philippine","Philippines","Asia",NA,6,121,31634,465082.5,10,26.7027666666667,200.667,75.7093333333333,0.395633333333333,12,6.00945,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03571428571429,NA,NA,NA,NA,NA,-1.2345266,0.9579338,-0.7687792,-0.348457316,13848.91
"1041","tet","Austronesian","Central Malayo-Polynesian","East Timor","Asia",NA,-9,126,42095,413751.5,9,24.3661,134.333,94.383,1.0781,8.2857,5.65321,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,14,5,8,6,5,5,0,4.32758620689655,NA,NA,NA,NA,NA,-0.4846364,-1.5544112,-0.7687792,-0.935942272,15240.98
"1042","ppk","Austronesian","Sulawesi","Indonesia","Asia",NA,-1.83,120,62062,314847,8,NA,NA,NA,NA,NA,4.30103,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.37179487179487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043","mtg","Trans-New Guinea","Mek","Indonesia","Asia",NA,-4.67,140,49479,201151,7,NA,NA,NA,NA,NA,3.60206,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5625,NA,NA,NA,NA,NA,1.3900889,0.12048546,0.54663194,0.685735432,16255.16
"1044","wms","Trans-New Guinea","Awju-Dumut","Indonesia","Asia",NA,-5.5,140.42,37071,209646,10,NA,NA,NA,NA,NA,3.47712,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,16,10,8,8,5,5,0,4.65789473684211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045","wlo","Austronesian","Sulawesi","Indonesia","Asia",NA,-5.5,122.75,11721,111677,5,NA,NA,NA,NA,NA,4.53818,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1046","wsa","Lower Mamberamo","Lower Mamberamo","Indonesia","Asia",NA,-1.67,137.58,40378,312651,5,NA,NA,NA,NA,NA,2.77815,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7027027027027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047","wrp","Austronesian","South Halmahera - West New Guinea","Indonesia","Asia",NA,-2.33,136.58,127782,621439,23,NA,NA,NA,NA,NA,3.77815,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048","wrs","Border","Border","Papua New Guinea","Australia and Oceania",NA,-3.17,141,7580.5,81500.5,9.5,NA,NA,NA,NA,NA,3.60206,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,13,9,9,4,9,9,0,4.23529411764706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1049","jel","Bulaka River","Bulaka River","Indonesia","Asia",NA,-7.67,139.17,14365,144469,4,NA,NA,NA,NA,NA,2.60206,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1050","jmd","Austronesian","Central Malayo-Polynesian","Indonesia","Asia",NA,-7.5,131.5,18202,360772,3,27.5667,166.5,107.09,0.7632,9,4.39794,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48214285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051","isg","Sign Languages","","Ireland","Europe","irishsignlanguage",53.5,-7.5,NA,NA,NA,9.0917,72.458,11.994,3.9342,8,1.699,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1052","isr","Sign Languages","","Israel","Asia","israelisignlanguage",32,34.83,NA,NA,NA,18.8576,46.639,54.925,5.1463,5.1667,3.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1053","mar","Indo-European","Indic","India","Asia","marathi",19,76,20514157,8253751,51,26.7936,110.723,146.399,3.1497,4.9302,7.83283,14,0.046197427,-0.067509273,0.03802786,0.001740517,-3,0.25,-0.75,0.04284923,1.040269827,1.250896269,0.995423194,"Indo-European","Indic",70012927,3e+06,0.499684144,NA,NA,NA,NA,NA,NA,NA,NA,4.52631578947368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1054","aij","Afro-Asiatic","Semitic","Israel","Asia","neoaramaicarbeljewish",31.75,35,NA,NA,NA,19.7192,41.883,48.401,5.6122,4.6,3.30103,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1055","njm","Sino-Tibetan","Kuki-Chin-Naga","India","Asia","angami",25.67,94.5,117321,148381.5,14.5,NA,NA,NA,NA,NA,5.03743,13,NA,NA,NA,NA,-1,0.16667,-0.16667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73076923076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1056","abj","Andamanese","Great Andamanese","India","Asia","akabiada",11.67,92.5,NA,NA,NA,26.4,247.75,179.855,0.7135,8,1.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.93055555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057","aci","Andamanese","Great Andamanese","India","Asia","akacari",13.5,93,NA,NA,NA,NA,NA,NA,NA,NA,1.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.13888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058","akx","Andamanese","Great Andamanese","India","Asia","akakede",12.75,92.75,NA,NA,NA,NA,NA,NA,NA,NA,1.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16216216216216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059","njo","Sino-Tibetan","Kuki-Chin-Naga","India","Asia","ao",26.58,94.67,136827,193517,13,NA,NA,NA,NA,NA,5.14922,15,NA,NA,NA,NA,-1,0.33333,-0.33333,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,14,6,6,8,6,6,0,3.71785714285714,NA,NA,NA,NA,NA,-0.4846364,-1.5544112,1.86204304,-0.05900154,10314.41
"1060","apt","Sino-Tibetan","Mirish","India","Asia","apatani",27.5,93.75,249869,200649,8,NA,NA,NA,NA,NA,4.36173,14,NA,NA,NA,NA,-1,0.20833,-0.20833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061","awa","Indo-European","Indic","Nepal","Asia","awadhi",27.5,81.5,2098818,874640,19,22.40895,123.66,155.864,5.635,6.18095,7.31304,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1062","bfq","Dravidian","Southern Dravidian","India","Asia","badaga",11.67,76.75,20905,77383,3,NA,NA,NA,NA,NA,5.38983,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063","bgq","Indo-European","Indic","India","Asia","bagri",29.58,74.33,674895,371537.5,4,24.9417,19.75,24.136,8.1165,1,6.32203,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064","bhb","Indo-European","Indic","India","Asia","bhili",22,73,2749382,2025771,24,27.1958,64.854,90.29,3.7804,4,6.11394,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065","bho","Indo-European","Indic","India","Asia","bhojpuri",26,84,2144371.5,951912,24.5,22.99545,141.938,172.38,5.2614,6.29165,7.42476,13,NA,NA,NA,NA,-1,0.16667,-0.16667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.09649122807018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1066","bkk","Indo-European","Indic","Pakistan","Asia","brokskat",35.33,76.5,68006,103913,2,NA,NA,NA,NA,NA,3.47712,14,NA,NA,NA,NA,0,0.08333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,31,10,5,26,10,5,0,3.734375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067","bgp","Indo-European","Iranian","Pakistan","Asia","baluchi",28,62,5689864,1151479,13,26.6563,9.458,11.302,8.4099,0,6.25648,12,NA,NA,NA,NA,-1,0.125,-0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
