LangID,CountryID,LangStatus,Name
btl,IN,L,Bhatola
btm,ID,L,Batak Mandailing
btn,PH,L,Ratagnon
bto,PH,L,Bikol
btp,PG,L,Budibud
btq,MY,L,Batek
btr,VU,L,Baetora
bts,ID,L,Batak Simalungun
btt,NG,L,Bete-Bendi
btu,NG,L,Batu
btv,PK,L,Bateri
btw,PH,L,Butuanon
btx,ID,L,Batak Karo
bty,ID,L,Bobot
btz,ID,L,Batak Alas-Kluet
bub,TD,L,Bua
buc,YT,L,Bushi
bud,TG,L,Ntcham
buf,CD,L,Bushoong
bug,ID,L,Bugis
buh,CN,L,Bunu
bui,CG,L,Bongili
buj,NG,L,Basa-Gurmana
buk,PG,L,Bugawac
bul,BG,L,Bulgarian
bum,CM,L,Bulu
bun,SL,L,Sherbro
buo,PG,L,Terei
bup,ID,L,Busoa
buq,PG,L,Brem
bus,NG,L,Bokobaru
but,PG,L,Bungain
buu,CD,L,Budu
buv,PG,L,Bun
buw,GA,L,Bubi
bux,NG,L,Boghom
buy,SL,L,Bullom So
buz,NG,L,Bukwen
bva,TD,L,Barein
bvb,GQ,L,Bube
bvc,SB,L,Baelelea
bvd,SB,L,Baeggu
bve,ID,L,Malay
bvf,TD,L,Boor
bvg,CM,L,Bonkeng
bvh,NG,L,Bure
bvi,SS,L,Belanda Viri
bvj,NG,L,Baan
bvk,ID,L,Bukat
bvl,BO,L,Bolivian Sign Language
bvm,CM,L,Bamunka
bvn,PG,L,Buna
bvo,TD,L,Bolgo
bvp,CN,L,Bumang
bvq,CF,L,Birri
bvr,AU,L,Burarra
bvt,ID,L,Bati
bvu,ID,L,Malay
bvv,VE,X,Baniva
bvw,NG,L,Boga
bvx,CG,L,Dibole
bvy,PH,L,Baybayanon
bvz,ID,L,Bauzi
bwa,NC,L,Bwatoo
bwb,FJ,L,Namosi-Naitasiri-Serua
bwc,ZM,L,Bwile
bwd,PG,L,Bwaidoka
bwe,MM,L,Karen
bwf,PG,L,Boselewa
bwg,MZ,L,Barwe
bwh,CM,X,Bishuo
bwi,BR,L,Baniwa
bwj,BF,L,Bwamu
bwk,PG,L,Bauwaki
bwl,CD,L,Bwela
bwm,PG,L,Biwat
bwn,CN,L,Bunu
bwo,ET,L,Borna
bwp,ID,L,Mandobo Bawah
bwq,BF,L,Bobo MadarÃƒÂ©
bwr,NG,L,Bura-Pabir
bws,CD,L,Bomboma
bwt,CM,L,Bafaw-Balong
bwu,GH,L,Buli
bww,CD,L,Bwa
bwx,CN,L,Bunu
bwy,BF,L,Bwamu
bwz,CG,L,Bwisi
bxa,SB,L,Tairaha
bxb,SS,L,Belanda Bor
bxc,GQ,L,Molengue
bxd,CN,L,Pela
bxe,ET,L,Ongota
bxf,PG,L,Minigir
bxg,CD,L,Bangala
bxh,PG,L,Buhutu
bxi,AU,X,Pirlatapa
bxj,AU,L,Bayungu
bxk,KE,L,Lubukusu
bxl,BF,L,Jalkunan
bxm,MN,L,Buriat
bxn,AU,L,Burduna
bxo,NG,L,Barikanchi
bxp,CM,L,Bebil
bxq,NG,L,Beele
bxr,RU,L,Buriat
bxs,CM,L,Busam
bxu,CN,L,Buriat
bxv,TD,X,Berakou
bxw,ML,L,Bankagooma
bxz,PG,L,Binahari
bya,PH,L,Batak
byb,CM,X,Bikya
byc,NG,L,Ubaghara
byd,ID,L,BenyaduÃ¢â‚¬â„¢
bye,PG,L,Pouye
byf,NG,L,Bete
byg,SD,L,Baygo
byh,NP,L,Bhujel
byi,CD,L,Buyu
byj,NG,L,Bina
byk,CN,L,Biao
byl,ID,L,Bayono
bym,AU,X,Bidyara
byn,ER,L,Bilen
byo,CN,L,Biyo
byp,NG,L,Bumaji
byq,TW,X,Basay
byr,PG,L,Yipma
bys,NG,L,Burak
byt,SD,X,Berti
byv,CM,L,Medumba
byw,NP,L,Belhariya
byx,PG,L,Qaqet
byz,PG,L,Banaro
bza,LR,L,Bandi
bzb,ID,L,Andio
bzc,MG,L,Malagasy
bzd,CR,L,Bribri
bze,ML,L,Bozo
bzf,PG,L,Boikin
bzg,TW,L,Babuza
bzh,PG,L,Buang
bzi,TH,L,Bisu
bzj,BZ,L,Belize Kriol English
bzk,NI,L,Nicaragua Creole English
bzl,ID,L,Boano
bzm,CD,L,Bolondo
bzn,ID,L,Boano
bzo,CD,L,Bozaba
bzp,ID,L,Kemberano
bzq,ID,L,Buli
bzr,AU,L,Biri
bzs,BR,L,Brazilian Sign Language
bzu,ID,L,Burmeso
bzv,CM,L,Naami
bzw,NG,L,Basa
bzx,ML,L,Bozo
bzy,NG,L,Obanliku
bzz,NG,L,Evant
caa,GT,L,ChÃ¢â‚¬â„¢ortiÃ¢â‚¬â„¢
cab,HN,L,Garifuna
cac,GT,L,Chuj
cad,US,L,Caddo
cae,SN,L,Laalaa
caf,CA,L,Carrier
cag,PY,L,NivaclÃƒÂ©
cah,PE,X,Cahuarano
cak,GT,L,Kaqchikel
cal,MP,L,Carolinian
cam,NC,L,CemuhÃƒÂ®
can,PG,L,Chambri
cao,BO,L,ChÃƒÂ¡cobo
cap,BO,L,Chipaya
caq,IN,L,Nicobarese
car,VE,L,Carib
cas,BO,L,TsimanÃƒÂ©
cat,ES,L,Catalan
cav,BO,L,CavineÃƒÂ±a
caw,BO,L,Callawalla
cax,BO,L,Chiquitano
cay,CA,L,Cayuga
caz,BO,L,Canichana
cbb,CO,L,CabiyarÃƒÂ_
cbc,CO,L,Carapana
cbd,CO,L,Carijona
cbe,CO,X,Chipiajes
cbg,CO,L,Chimila
cbh,CO,X,Cagua
cbi,EC,L,Chachi
cbj,BJ,L,Ede Cabe
cbk,PH,L,Chavacano
cbl,MM,L,Chin
cbn,TH,L,Nyahkur
cbo,NG,L,Izora
cbq,NG,L,Tsucuba
cbr,PE,L,Cashibo-Cacataibo
cbs,PE,L,Kashinawa
cbt,PE,L,Chayahuita
cbu,PE,L,Candoshi-Shapra
cbv,CO,L,Cacua
cbw,PH,L,Kinabalian
cby,CO,L,Carabayo
cca,CO,X,Cauca
ccc,PE,L,Chamicuro
ccd,BR,L,Cafundo Creole
cce,MZ,L,Chopi
ccg,NG,L,Samba Daka
cch,NG,L,Atsam
ccj,GW,L,Kasanga
ccl,TZ,L,Cutchi-Swahili
ccm,MY,L,Malaccan Creole Malay
cco,MX,L,Chinantec
ccp,BD,L,Chakma
ccr,SV,X,Cacaopera
cda,CN,L,Choni
cde,IN,L,Chenchu
cdf,IN,L,Chiru
cdg,IN,L,Chamari
cdh,IN,L,Chambeali
cdi,IN,L,Chodri
cdj,IN,L,Churahi
cdm,NP,L,Chepang
cdn,IN,L,Chaudangsi
cdo,CN,L,Chinese
cdr,NG,L,Kamuku
cds,TD,L,Chadian Sign Language
cdy,CN,L,Chadong
cdz,IN,L,Koda
cea,US,L,Chehalis
ceb,PH,L,Cebuano
ceg,PY,L,Chamacoco
cek,MM,L,Chin
cen,NG,L,Cen
ces,CZ,L,Czech
cet,NG,L,CentÃƒÂºÃƒÂºm
cfa,NG,L,Dikaka
cfd,NG,L,Cara
cfg,NG,L,Como Karim
cfm,MM,L,Chin
cga,PG,L,Changriwa
cgc,PH,L,Kagayanen
cgg,UG,L,Chiga
cgk,BT,L,Chocangacakha
cha,GU,L,Chamorro
chc,US,L,Catawba
chd,MX,L,Chontal
che,RU,L,Chechen
chf,MX,L,Chontal
chg,TM,X,Chagatai
chh,US,L,Chinook
chj,MX,L,Chinantec
chk,FM,L,Chuukese
chl,US,L,Cahuilla
chn,CA,L,Chinook Wawa
cho,US,L,Choctaw
chp,CA,L,Dene
chq,MX,L,Chinantec
chr,US,L,Cherokee
cht,PE,X,CholÃƒÂ_n
chu,RU,L,Slavonic
chv,RU,L,Chuvash
chw,MZ,L,Chuwabu
chx,NP,L,Chantyal
chy,US,L,Cheyenne
chz,MX,L,Chinantec
cia,ID,L,Cia-Cia
cib,BJ,L,Gbe
cic,US,L,Chickasaw
cid,US,X,Chimariko
cie,NG,L,Cineni
cih,IN,L,Chinali
cik,IN,L,Kinnauri
cim,IT,L,Cimbrian
cin,BR,L,Cinta Larga
cip,MX,L,Chiapanec
cir,NC,L,TÃƒÂ®rÃƒÂ®
ciw,US,L,Chippewa
ciy,VE,L,Chaima
cja,KH,L,Cham
cje,VN,L,Chru
cjh,US,L,Chehalis
cji,RU,L,Chamalal
cjk,AO,L,Cokwe
cjm,VN,L,Cham
cjn,PG,L,Chenapian
cjo,PE,L,AshÃƒÂ©ninka Pajonal
cjp,CR,L,CabÃƒÂ©car
cjs,RU,L,Shor
cjv,PG,L,Chuave
cjy,CN,L,Chinese
ckb,IQ,L,Kurdish
ckh,MM,L,Chak
ckl,NG,L,Kibaku
ckn,MM,L,Chin
cko,GH,L,Anufo
ckq,TD,L,Kajakse
ckr,PG,L,Kairak
cks,NC,L,Tayo
ckt,RU,L,Chukchi
cku,US,L,Koasati
ckv,TW,L,Kavalan
ckx,CM,L,Caka
cky,NG,L,Cakfem-Mushere
ckz,GT,L,Kaqchikel-KÃ¢â‚¬â„¢icheÃ¢â‚¬â„¢ Mixed Language
cla,NG,L,Ron
clc,CA,L,Chilcotin
cld,IQ,L,Chaldean Neo-Aramaic
cle,MX,L,Chinantec
clh,PK,L,Chilisso
cli,GH,L,Chakali
clj,MM,L,Chin
clk,IN,L,Idu-Mishmi
cll,GH,L,Chala
clm,US,L,Clallam
clo,MX,L,Chontal
clt,MM,L,Chin
clu,PH,L,Caluyanun
clw,RU,L,Chulym
cly,MX,L,Chatino
cma,VN,L,Maa
cme,BF,L,Cerma
cmi,CO,L,EmberÃƒÂ¡-ChamÃƒÂ_
cml,ID,L,Campalagian
cmn,CN,L,Chinese
cmo,VN,L,Mnong
cmr,MM,L,Chin
cmt,ZA,L,Camtho
cna,IN,L,Changthang
cnb,MM,L,Chin
cnc,VN,L,CÃƒÂ´ÃƒÂ´ng
cng,CN,L,Qiang
cnh,MM,L,Chin
cni,PE,L,AshÃƒÂ¡ninka
cnk,MM,L,Chin
cnl,MX,L,Chinantec
cno,LA,L,Con
cns,ID,L,Asmat
cnt,MX,L,Chinantec
cnu,DZ,L,Chenoua
cnw,MM,L,Chin
coa,MY,L,Malay
cob,MX,L,Chicomuceltec
coc,MX,L,Cocopa
cod,PE,L,Cocama-Cocamilla
coe,CO,L,Koreguaje
cof,EC,L,Colorado
cog,TH,L,Chong
coh,KE,L,Chichonyi-Chidzihana-Chikauma
coj,MX,L,Cochimi
cok,MX,L,Cora
col,US,L,Columbia-Wenatchi
com,US,L,Comanche
con,EC,L,CofÃƒÂ¡n
coo,CA,L,Comox
cop,EG,L,Coptic
coq,US,X,Coquille
cor,GB,L,Cornish
cos,FR,L,Corsican
cot,PE,L,Caquinte
cou,SN,L,Wamey
cov,CN,L,Cao Miao
cow,US,L,Cowlitz
cox,PE,L,Nanti
coy,CO,X,Coyaima
coz,MX,L,Chocholtec
cpa,MX,L,Chinantec
cpb,PE,L,AshÃƒÂ©ninka
cpc,PE,L,AjyÃƒÂ_ninka Apurucayali
cpg,GR,L,Cappadocian Greek
cpi,NR,L,Chinese Pidgin English
cpn,GH,L,Cherepon
cpo,BF,L,Kpeego
cps,PH,L,Capiznon
cpu,PE,L,AshÃƒÂ©ninka
cpx,CN,L,Chinese
cpy,PE,L,AshÃƒÂ©ninka
cqd,CN,L,Miao
cqu,CL,L,Quechua
cra,ET,L,Chara
crc,VU,L,Lonwolwol
crd,US,L,Coeur dÃ¢â‚¬â„¢Alene
crf,CO,X,Caramanta
crg,US,L,Michif
crh,UA,L,Crimean Tatar
cri,ST,L,SÃƒÂ£otomense
crj,CA,L,Cree
crk,CA,L,Cree
crl,CA,L,Cree
crm,CA,L,Cree
crn,MX,L,Cora
cro,US,L,Crow
crq,AR,L,Chorote
crs,SC,L,Seselwa Creole French
crt,AR,L,Chorote
crv,IN,L,Chaura
crw,VN,L,Chrau
crx,CA,L,Carrier
cry,NG,L,Cori
crz,US,L,CruzeÃƒÂ±o
csa,MX,L,Chinantec
csb,PL,L,Kashubian
csc,ES,L,Catalan Sign Language
csd,TH,L,Chiangmai Sign Language
cse,CZ,L,Czech Sign Language
csf,CU,L,Cuba Sign Language
csg,CL,L,Chilean Sign Language
csh,MM,L,Chin
csi,US,L,Miwok
csj,MM,L,Chin
csk,SN,L,Jola-Kasa
csl,CN,L,Chinese Sign Language
csm,US,L,Miwok
csn,CO,L,Colombian Sign Language
cso,MX,L,Chinantec
csq,HR,L,Croatia Sign Language
csr,CR,L,Costa Rican Sign Language
css,US,L,Ohlone
cst,US,L,Ohlone
csv,MM,L,Chin
csw,CA,L,Cree
csy,MM,L,Chin
csz,US,L,Coos
cta,MX,L,Chatino
ctc,US,L,Chetco
ctd,MM,L,Chin
cte,MX,L,Chinantec
ctg,BD,L,Chittagonian
cth,MM,L,Chin
ctl,MX,L,Chinantec
ctm,US,L,Chitimacha
ctn,NP,L,Chhintang
cto,CO,L,EmberÃƒÂ¡-CatÃƒÂ_o
ctp,MX,L,Chatino
cts,PH,L,Bikol
ctt,IN,L,Chetti
ctu,MX,L,Chol
ctz,MX,L,Chatino
cua,VN,L,Cua
cub,CO,L,Cubeo
cuc,MX,L,Chinantec
cug,CM,L,Cung
cuh,KE,L,Gichuka
cui,CO,L,Cuiba
cuj,PE,L,Mashco Piro
cuk,PA,L,Kuna
cul,BR,L,Kulina
cum,CO,X,Cumeral
cuo,VE,L,Cumanagoto
cup,US,L,CupeÃƒÂ±o
cuq,CN,L,Cun
cur,NP,L,Chhulung
cut,MX,L,Cuicatec
cuu,CN,L,Tai Ya
cuv,CM,L,Cuvok
cuw,NP,L,Chukwa
cux,MX,L,Cuicatec
cvg,IN,L,Chug
cvn,MX,L,Chinantec
cwa,TZ,L,Kabwa
cwb,MZ,L,Maindo
cwd,CA,L,Cree
cwe,TZ,L,Kwere
cwg,MY,L,Cheq Wong
cwt,SN,L,Kuwaataay
cya,MX,L,Chatino
cyb,BO,L,Cayubaba
cym,GB,L,Welsh
cyo,PH,L,Cuyonon
czh,CN,L,Chinese
czn,MX,L,Chatino
czo,CN,L,Chinese
czt,MM,L,Chin
daa,TD,L,DangalÃƒÂ©at
dac,PG,L,Dambi
dad,PG,L,Marik
dae,CM,L,Duupa
dag,GH,L,Dagbani
dah,PG,L,Gwahatike
dai,TD,L,Day
daj,SD,L,Daju
dak,US,L,Dakota
dal,KE,L,Dahalo
dam,NG,L,Damakawa
dan,DK,L,Danish
dao,MM,L,Chin
daq,IN,L,Maria
dar,RU,L,Dargwa
das,CI,L,Daho-Doo
dau,TD,L,Daju
dav,KE,L,Dawida
daw,PH,L,Davawenyo
dax,AU,L,Dayi
daz,ID,L,Dao
dba,ML,L,Bangime
dbb,NG,L,Deno
dbd,NG,L,Dadiya
dbe,ID,L,Dabe
dbf,ID,L,Edopi
dbg,ML,L,Dogon
dbi,NG,L,Doka
dbj,MY,L,IdaÃ¢â‚¬â„¢an
dbl,AU,L,Dyirbal
dbm,NG,L,Duguri
dbn,ID,L,Duriankere
dbo,NG,L,Dulbu
dbp,NG,L,Duwai
dbq,CM,L,Daba
dbr,SO,L,Dabarre
dbt,ML,L,Dogon
dbu,ML,L,Dogon
dbv,NG,L,Dungu
dbw,ML,L,Dogon
dby,PG,L,Dibiyaso
dcc,IN,L,Deccan
dcr,VI,X,Negerhollands
dda,AU,L,Dadi Dadi
ddd,SS,L,Dongotono
dde,CG,L,Doondo
ddg,TL,L,Fataluku
ddi,PG,L,Goodenough
ddj,AU,L,Jaru
ddn,BJ,L,Dendi
ddo,RU,L,Dido
dds,ML,L,Dogon
ddw,ID,L,Dawera-Daweloor
dec,SD,L,Dagik
ded,PG,L,Dedua
dee,LR,L,Dewoin
def,IR,L,Dezfuli
deg,NG,L,Degema
deh,PK,L,Dehwari
dei,ID,L,Demisa
dek,CM,L,Dek
dem,ID,L,Dem
dep,US,X,Delaware
deq,CF,L,Dendi
der,IN,L,Deori
des,BR,L,Desano
deu,DE,L,German
dev,PG,L,Domung
dez,CD,L,Dengese
dga,GH,L,Dagaare
dgb,ML,L,Dogon
dgc,PH,L,Agta
dgd,BF,L,Dagaari Dioula
dge,PG,L,Degenan
dgg,PG,L,Doga
dgh,NG,L,Dghwede
dgi,BF,L,Dagara
dgk,CF,L,Dagba
dgl,SD,L,Andaandi
dgn,AU,X,Dagoman
dgo,IN,L,Dogri
dgr,CA,L,Dogrib
dgs,BF,L,Dogoso
dgt,AU,X,NdraÃ¢â‚¬â„¢ngith
dgu,IN,L,Degaru
dgw,AU,L,Daungwurrung
dgx,PG,L,Doghoro
dgz,PG,L,Daga
dhd,IN,L,Dhundari
dhg,AU,L,Djangu
dhi,NP,L,Dhimal
dhl,AU,L,Dhalandji
dhm,AO,L,Dhimba
dhn,IN,L,Dhanki
dho,IN,L,Dhodia
dhr,AU,L,Dhargari
dhs,TZ,L,Dhaiso
dhu,AU,X,Dhurga
dhv,NC,L,Drehu
dhw,NP,L,Danuwar
dhx,AU,L,Dhungaloo
dia,PG,L,Dia
dib,SS,L,Dinka
dic,CI,L,Dida
did,SS,L,Didinga
dif,AU,L,Dieri
dig,KE,L,Chidigo
dih,MX,L,Kumiai
dii,CM,L,Dimbong
dij,ID,L,Dai
dik,SS,L,Dinka
dil,SD,L,Dilling
dim,ET,L,Dime
dio,NG,L,Dibo
dip,SS,L,Dinka
diq,TR,L,Zazaki
dir,NG,L,Dirim
dis,IN,L,Dimasa
dit,AU,X,Dirari
diu,NA,L,Diriku
div,MV,L,Maldivian
diw,SS,L,Dinka
dix,VU,L,Dixon Reef
diy,ID,L,Diuwe
diz,CD,L,Ding
dja,AU,X,Djadjawurrung
djb,AU,L,Djinba
djc,TD,L,Daju
djd,AU,L,Djamindjung
dje,NE,L,Zarma
djf,AU,X,Djangun
dji,AU,L,Djinang
djj,AU,L,Djeebbana
djk,SR,L,Aukan
djm,ML,L,Dogon
djn,AU,L,Djauan
djo,ID,L,Jangkang
djr,AU,L,Djambarrpuyngu
dju,PG,L,Kapriman
djw,AU,X,Djawi
dka,BT,L,Dakpakha
dkk,ID,L,Dakka
dkr,MY,L,Kuijau
dks,SS,L,Dinka
dkx,CM,L,Mazagway
dlg,RU,L,Dolgan
dlk,ER,L,Dahalik
dln,IN,L,Darlong
dma,GA,L,Duma
dmb,ML,L,Dogon
dmc,PG,L,Gavak
dmd,AU,X,Madhi Madhi
dme,CM,L,Dugwor
dmg,MY,L,Kinabatangan
dmk,PK,L,Domaaki
dml,PK,L,Dameli
dmm,CM,L,Dama
dmo,CM,L,Kemedzung
dmr,ID,L,Damar
dms,ID,L,Dampelas
dmu,ID,L,Tebi
dmv,MY,L,Dumpas
dmw,AU,L,Mudburra
dmx,MZ,L,Dema
dmy,ID,L,Sowari
dna,ID,L,Dani
dnd,PG,L,Daonda
dne,TZ,L,Ndendeule
dng,KG,L,Dungan
dni,ID,L,Dani
dnj,CI,L,Dan
dnk,ID,L,Dengka
dnn,BF,L,DzÃƒÂ_ÃƒÂ_ngoo
dnr,PG,L,Danaru
dnt,ID,L,Dani
dnu,MM,L,Danau
dnv,MM,L,Danu
dnw,ID,L,Dani
dny,BR,L,DenÃƒÂ_
doa,PG,L,Dom
dob,PG,L,Dobu
doc,CN,L,Dong
doe,TZ,L,Doe
dof,PG,L,Domu
doh,NG,L,Dong
dok,ID,L,Dondo
dol,PG,L,Doso
don,PG,L,Toura
doo,CD,L,Dongo
dop,BJ,L,Lukpa
doq,DO,L,Dominican Sign Language
dor,SB,L,DoriÃ¢â‚¬â„¢o
dos,BF,L,DogosÃƒÂ©
dot,NG,L,Dass
dov,ZW,L,Dombe
dow,CM,L,Doyayo
dox,ET,L,Bussa
doy,GH,L,Dompo
doz,ET,L,Dorze
dpp,MY,L,Papar
drb,SD,L,Dair
drc,PT,L,Minderico
drd,IN,L,Darmiya
dre,NP,L,Dolpo
drg,MY,L,Rungus
dri,NG,L,CÃ¢â‚¬â„¢Lela
drl,AU,L,Paakantyi
drn,ID,L,Damar
dro,MY,L,Melanau
drq,NP,L,Dura
drr,SB,X,Dororo
drs,ET,L,Gedeo
drt,NL,L,Drents
dru,TW,L,Rukai
dry,NP,L,Darai
dsb,DE,L,Sorbian
dse,NL,L,Sign Language of the Netherlands
dsh,ET,L,Daasanach
dsi,TD,L,Disa
dsl,DK,L,Danish Sign Language
dsn,ID,L,Dusner
dso,IN,L,Desiya
dsq,ML,L,Tadaksahak
dta,CN,L,Daur
dtb,MY,L,Kadazan
dtd,CA,L,Ditidaht
dth,AU,X,Adithinngithigh
dti,ML,L,Dogon
dtk,ML,L,Dogon
dtm,ML,L,Dogon
dto,ML,L,Dogon
dtp,MY,L,Dusun
dtr,MY,L,Lotud
dts,ML,L,Dogon
dtt,ML,L,Dogon
dtu,ML,L,Dogon
dty,NP,L,Dotyali
dua,CM,L,Duala
dub,IN,L,Dubli
duc,PG,L,Duna
dud,NG,L,Hun-Saare
due,PH,L,Agta
duf,NC,L,Drubea
dug,KE,L,Chiduruma
duh,IN,L,Dungra Bhil
dui,PG,L,Dumun
duj,AU,L,Dhuwal
duk,PG,L,Uyajitaya
dul,PH,L,Agta
dun,ID,L,Dusun Deyah
duo,PH,L,Agta
dup,ID,L,Duano
duq,ID,L,Dusun Malang
dur,CM,L,Dii
dus,NP,L,Dumi
duu,CN,L,Drung
duv,ID,L,Duvle
duw,ID,L,Dusun Witu
dux,ML,L,Duungooma
duy,PH,X,Agta
duz,CM,X,Duli
dva,PG,L,Duau
dwa,NG,L,Diri
dwr,ET,L,Dawro
dww,PG,L,Dawawa
dya,BF,L,Dyan
dyb,AU,X,Dyaberdyaber
dyd,AU,X,Dyugun
dyg,PH,X,Agta
dyi,CI,L,SÃƒÂ©noufo
dym,ML,L,Dogon
dyn,AU,X,Dyangadi
dyo,SN,L,Jola-Fonyi
dyu,CI,L,Jula
dyy,AU,L,Dyaabugay
dza,NG,L,Tunzuii
dze,AU,X,Djiwarli
dzg,TD,L,Dazaga
dzl,BT,L,Dzalakha
dzn,CD,L,Dzando
dzo,BT,L,Dzongkha
eaa,AU,L,Karenggapa
ebg,NG,L,Ebughu
ebk,PH,L,Bontok
ebo,CG,L,Teke-Eboo
ebr,CI,L,EbriÃƒÂ©
ebu,KE,L,Kiembu
ecs,EC,L,Ecuadorian Sign Language
eee,CN,L,E
efa,NG,L,Efai
efe,CD,L,Efe
efi,NG,L,Efik
ega,CI,L,Ega
egl,IT,L,Emilian
ego,NG,L,Eggon
ehu,NG,L,Ehueun
eip,ID,L,Lik
eit,PG,L,Eitiep
eiv,PG,L,Askopan
eja,GW,L,Jola-Felupe
eka,NG,L,Ekajuk
ekc,AU,X,Karnic
eke,NG,L,Ekit
ekg,ID,L,Ekari
eki,NG,L,Eki
ekk,EE,L,Estonian
ekl,BD,L,Kol
ekm,CM,L,Elip
eko,MZ,L,Koti
ekp,NG,L,Ekpeye
ekr,NG,L,Yace
eky,MM,L,Kayah
ele,PG,L,Elepi
elh,SD,L,El Hugeirat
eli,SD,L,Nding
elk,PG,L,Elkei
ell,GR,L,Greek
elm,NG,L,Eleme
elo,KE,L,El Molo
elu,PG,L,Elu
ema,NG,L,Emai-Iuleha-Ora
emb,ID,L,Embaloh
eme,GF,L,Emerillon
emg,NP,L,Mewahang
emi,PG,L,Mussau-Emira
emk,GN,L,Maninkakan
emn,CM,L,Eman
emp,PA,L,EmberÃƒÂ¡
ems,US,L,Yupik
emu,IN,L,Muria
emw,ID,L,Emplawas
emx,FR,L,Erromintxela
ena,PG,L,Apali
enb,KE,L,Markweeta
enc,VN,L,En
end,ID,L,Ende
enf,RU,L,Enets
eng,GB,L,English
enh,RU,L,Enets
enl,PY,L,Enlhet
enn,NG,L,Engenni
eno,ID,L,Enggano
enq,PG,L,Enga
enr,ID,L,Emem
enu,CN,L,Enu
env,NG,L,Enwan
enw,NG,L,Enwan
enx,PY,L,Enxet
eot,CI,L,Beti
epi,NG,L,Epie
epo,PL,L,Esperanto
era,IN,L,Eravallan
erg,VU,L,Sie
erh,NG,L,Eruwa
eri,PG,L,Ogea
erk,VU,L,Efate
ero,CN,L,Horpa
err,AU,X,Erre
ers,CN,L,Ersu
ert,ID,L,Eritai
erw,ID,L,Erokwanas
ese,BO,L,Ese Ejja
esh,IR,L,Eshtehardi
esi,US,L,Inupiatun
esk,US,L,Inupiatun
esl,EG,L,Egyptian Sign Language
esn,SV,L,Salvadoran Sign Language
eso,EE,L,Estonian Sign Language
esq,US,L,Esselen
ess,US,L,Yupik
esu,US,L,Yupik
etb,NG,L,Etebi
eth,ET,L,Ethiopian Sign Language
etn,VU,L,Eton
eto,CM,L,Eton
etr,PG,L,Edolo
ets,NG,L,Yekhee
etu,NG,L,Ejagham
etx,NG,L,Iten
etz,ID,L,Semimi
eus,ES,L,Basque
eve,RU,L,Even
evh,NG,L,Uvbie
evn,CN,L,Evenki
ewe,GH,L,Ãƒâ€°wÃƒÂ©
ewo,CM,L,Ewondo
ext,ES,L,Extremaduran
eya,US,L,Eyak
eyo,KE,L,Keiyo
eza,NG,L,Ezaa
eze,NG,L,Uzekwe
faa,PG,L,Fasu
fab,GQ,L,Fa dÃ¢â‚¬â„¢Ambu
fad,PG,L,Wagi
faf,SB,L,Fagani
fag,PG,L,Finongan
fah,NG,L,Fali of Baissa
fai,PG,L,Faiwol
faj,PG,L,Faita
fak,CM,L,Fang
fal,CM,L,Fali
fam,NG,L,Fam
fan,GQ,L,Fang
fao,DK,L,Faroese
fap,SN,L,Palor
far,SB,L,Fataleka
fau,ID,L,Fayu
fax,ES,L,Fala
fay,IR,L,Fars
faz,IR,L,Fars
fbl,PH,L,Bikol
fcs,CA,L,Quebec Sign Language
fer,SS,L,Feroge
ffi,PG,L,Foia Foia
ffm,ML,L,Fulfulde
fgr,TD,L,Fongoro
fia,SD,L,Nobiin
fie,NG,L,Fyer
fij,FJ,L,Fijian
fil,PH,L,Filipino
fin,FI,L,Finnish
fip,TZ,L,Fipa
fir,NG,L,Firan
fit,SE,L,Finnish
fiw,PG,L,Fiwaga
fkk,NG,L,Kirya-Konzel
fkv,NO,L,Finnish
fla,US,L,Kalispel-Pend dÃ¢â‚¬â„¢Oreille
flh,ID,L,Foau
fli,NG,L,Fali
fll,CM,L,Fali
fln,AU,X,Flinders Island
flr,CD,L,Fuliiru
fly,ZA,L,Flaaitaal
fmp,CM,L,FeÃ¢â‚¬â„¢feÃ¢â‚¬â„¢
fmu,IN,L,Muria
fng,ZA,L,Pidgin Bantu
fni,TD,L,Fania
fod,BJ,L,Foodo
foi,PG,L,Foi
fom,CD,L,Foma
fon,BJ,L,Fon
for,PG,L,Fore
fos,TW,L,Siraya
fpe,GQ,L,Equatorial Guinean Pidgin
fqs,PG,L,Fas
fra,FR,L,French
frc,US,L,French
frd,ID,L,Fordata
frp,FR,L,Arpitan
frq,PG,L,Forak
frr,DE,L,Frisian
frs,DE,L,Saxon
frt,VU,L,Fortsenal
fry,NL,L,Frisian
fse,FI,L,Finnish Sign Language
fsl,FR,L,French Sign Language
fss,FI,L,Finland-Swedish Sign Language
fub,CM,L,Fulfulde
fuc,SN,L,Pulaar
fud,WF,L,Futuna
fue,BJ,L,Fulfulde
fuf,GN,L,Pular
fuh,NE,L,Fulfulde
fui,TD,L,Fulfulde
fuj,SD,L,Ko
fum,NG,L,Fum
fun,BR,L,IatÃƒÂª
fuq,NE,L,Fulfulde
fur,IT,L,Friulian
fut,VU,L,Futuna-Aniwa
fuu,CD,L,Furu
fuv,NG,L,Fulfulde
fuy,PG,L,Fuyug
fvr,SD,L,Fur
fwa,NC,L,FwÃƒÂ¢i
fwe,NA,L,Fwe
gaa,GH,L,Ga
gab,TD,L,Gabri
gac,IN,L,Great Andamanese
gad,PH,L,Gaddang
gae,VE,L,Guarequena
