"","ISO","lang.family","lang.genus","native.country","native.country.area","language","lat","lon","mean.temp","sum.precip","sd.temp","growing.season","pop_log","morphological.complexity","complexity.bias","p.complexity.bias","mono.complexity.bias","open.complexity.bias","scaled.LDT.ZM","scaled.LDT.H","scaled.LDT.TTR","stock","region","mean.length","mean.dependency.length","information.density","syllable.rate","information.rate","mean.aoa","normalized.vowel.diversity","normalized.consonant.diversity","normalized.tone.diversity","normalized.phoneme.diversity","distance.from.origin","area_log","perimeter_log","n.neighbors_log","sd.precip_log","ratio.L2.L1_log","n.L1.speakers_log","n.L2.speakers_log","n.phonemes_log","n.consonants_log","n.vowels_log","n.sonorants_log","n.obstruents_log","n.monophthongs_log","n.qual.monophthongs_log","n.tones_log"
"1164","guz","Niger-Congo","Bantoid","Kenya","Africa","gusii",-0.75,34.83,19.938,132.54,51.885,11.76,6.19921,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1177175713147,12.3158190291925,1.6094379124341,-0.337292573005115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165","kam","Niger-Congo","Bantoid","Kenya","Africa","kamba",-1.5,38,20.1329,70.599,70.758,6.4058,6.38886,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22881355932203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0926968344981,14.2131612126083,3.49650756146648,0.246000333457137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","kik","Niger-Congo","Bantoid","Kenya","Africa","kikuyu",-0.75,36.75,16.5144,92.987,59.618,10.1173,6.72811,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8966728098238,14.1323528095286,2.83321334405622,-0.112049503808623,NA,NA,NA,3.46573590279973,2.89037175789616,2.63905732961526,2.39789527279837,1.94591014905531,2.63905732961526,1.94591014905531,NA
"1167","xki","Sign Languages","","Kenya","Africa","kenyansignlanguage",0,38,19.8793,127.426,130.968,7.2222,3.41497,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0106565801885289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168","luo","Nilo-Saharan","Nilotic","Tanzania","Africa","luo",-0.5,34.75,20.8651,118.434,53.362,11.10455,6.5397,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,1.3900889,0.12048546,0.54663194,0.685735432,2806.794,13.0529007527435,13.4481407703772,2.30258509299405,-0.394302640902053,NA,NA,NA,3.55534806148941,3.13549421592915,2.19722457733622,2.07944154167984,2.70805020110221,2.19722457733622,2.19722457733622,1.09861228866811
"1169","luy","Niger-Congo","Bantoid","Kenya","Africa","luyia",0.42,34.5,21.0109,131.116,57.3715,11.6055,6.56151,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3252480447317,11.0131139624673,2.60268968544438,-0.471204349822255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170","mas","Nilo-Saharan","Nilotic","Tanzania","Africa","maasai",-3,36,19.13665,88.086,70.261,8.2384,5.94596,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1375,NA,NA,NA,NA,NA,1.3900889,0.12048546,0.54663194,0.685735432,2949.057,15.3419965517379,14.5261633669922,3.67630067190708,0.25526218119567,NA,NA,NA,3.76120011569356,3.04452243772342,2.89037175789616,2.39789527279837,2.30258509299405,2.89037175789616,2.19722457733622,1.38629436111989
"1171","kln","Nilo-Saharan","Nilotic","Kenya","Africa","nandi",0.25,35,17.4166,98.944,47.858,10.7688,6.3906,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3900889,-1.5544112,0.54663194,0.127436542,2838.398,14.9889900305119,14.0031338689225,3.2188758248682,-0.369615455214467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172","kcn","Creoles and Pidgins","","Uganda","Africa","nubi",0.67,32.08,22.643,102.317,47.747,10.1569,4.39338,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56410256410256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.01262087300213,12.2618738888307,2.19722457733622,-0.0969515260764504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","ssn","Afro-Asiatic","Eastern Cushitic","Kenya","Africa","oromowaata",-3.33,39.83,23.489,75.151,73.384,5.9519,3.69897,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8730793503684,13.5660820644756,2.94443897916644,0.241140628015864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","pko","Nilo-Saharan","Nilotic","Uganda","Africa","pokot",1.5,35.5,20.436,90.072,49.7895,9.03845,5.4216,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5736510761849,12.8759691109658,2.4423470353692,-0.361041606806242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175","rel","Afro-Asiatic","Eastern Cushitic","Kenya","Africa","rendille",2,37.5,20.0417,71.583,74.382,7,4.50515,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96753246753247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2271180959986,13.3950389129095,1.94591014905531,-0.053189828514119,NA,NA,NA,3.49650756146648,3.04452243772342,2.30258509299405,2.07944154167984,2.56494935746154,2.30258509299405,1.6094379124341,0.693147180559945
"1176","teo","Nilo-Saharan","Nilotic","Uganda","Africa",NA,1.83,33.83,22.4688,121.028,54.272,11.03965,6.10671,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.312099875448,13.062444568943,2.52572864430826,-0.2815012133767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","bak","Altaic","Turkic","Russia","Eurasia","bashkir",53,58,4.675,30.75,6.662,3,6.27216,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9375,NA,NA,NA,NA,NA,1.3900889,0.9579338,-0.7687792,0.526414511,7516.704,16.1610245763401,15.5445872054014,1.94591014905531,2.59958858570489,NA,NA,NA,3.63758615972639,3.29583686600433,2.39789527279837,1.94591014905531,2.99573227355399,2.39789527279837,2.39789527279837,NA
"1178","khk","Altaic","Mongolic","Mongolia","Asia","khalkha",47,105,-0.0482,22.911,26.754,3.69135,6.36868,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92307692307692,NA,NA,NA,NA,NA,1.3900889,0.12048546,-0.7687792,0.247265066,10609.53,17.7926548740502,15.138135753281,2.63905732961526,2.69256424356676,NA,NA,NA,3.55534806148941,3.04452243772342,2.63905732961526,1.79175946922805,2.70805020110221,2.63905732961526,1.94591014905531,NA
"1179","sti","Austro-Asiatic","Bahnaric","Cambodia","Asia",NA,11.83,106.75,25.9667,186.917,146.377,8,3.7824,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34328358208955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8824225198423,12.2721646468923,1.89711998488588,0.0495517788292477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180","swb","Niger-Congo","Bantoid","Mayotte","Africa","comorian",-12,44,25.175,155.083,115.755,10.5,5.54494,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42253521126761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.66776604989561,12.0365705669735,0,0.176973950467359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181","kum","Altaic","Turkic","Russia","Eurasia","kumyk",43,47.33,10.3417,38.667,18.898,7,5.4511,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8157132093379,12.9864313913741,2.30258509299405,2.23238792520475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182","mhr","Uralic","Finnic","Russia","Eurasia","marimeadow",57,48,2.325,44.25,17.48,5,5.728,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88157894736842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8792684273294,14.7403189116857,1.94591014905531,2.51179197856938,NA,NA,NA,3.29583686600433,2.94443897916644,2.07944154167984,2.07944154167984,2.39789527279837,2.07944154167984,2.07944154167984,NA
"1183","nog","Altaic","Turkic","Russia","Eurasia","noghay",44,46,NA,NA,NA,NA,4.83127,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5001219043601,12.7516561542139,1.79175946922805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184","udm","Uralic","Finnic","Russia","Eurasia",NA,57.5,52.5,NA,NA,NA,NA,5.75265,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.049869783126,13.9166184439972,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185","bru","Austro-Asiatic","Katuic","Laos","Asia","brueastern",17.33,106,25.2417,184.583,176.54,11,5.11247,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.304860105914,12.7193831793483,2.33537491581703,1.45535389705139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186","hal","Austro-Asiatic","Bahnaric","Viet Nam","Asia","halang",14.5,107.5,NA,NA,NA,NA,4.24304,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5676949891984,11.6629562410656,2.07944154167984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187","jeh","Austro-Asiatic","Bahnaric","Viet Nam","Asia","jeh",15.17,107.83,NA,NA,NA,NA,4.36654,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73417721518987,NA,NA,NA,NA,NA,1.3900889,1.79538213,-0.7687792,0.805563957,12072.16,11.7199111786651,11.9903918038005,2.14006616349627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188","puo","Austro-Asiatic","Palaung-Khmuic","Viet Nam","Asia","ksingmul",21.08,104,21.1,120.833,109.692,6,4.30496,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8974358974359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9007313468159,12.1673681990883,2.63905732961526,1.35294438143834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","ktv","Austro-Asiatic","Katuic","Laos","Asia","katu",15.83,107.58,NA,NA,NA,NA,4.70293,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.90163934426229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3891231032779,12.514740468641,2.14006616349627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","lbo","Austro-Asiatic","Bahnaric","Laos","Asia","loven",15,106.33,NA,NA,NA,NA,4.60766,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56410256410256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2340330836895,12.3516653818258,2.39789527279837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191","mra","Austro-Asiatic","Palaung-Khmuic","Thailand","Asia","mlabriminor",18.5,101,NA,NA,NA,NA,2.51055,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0965635722279,11.2431946338542,2.07944154167984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192","oyb","Austro-Asiatic","Bahnaric","Laos","Asia","oi",14.83,107.17,NA,NA,NA,NA,4.17455,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64864864864865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3248260098006,12.0867653237397,2.19722457733622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193","pac","Austro-Asiatic","Katuic","Viet Nam","Asia","pacoh",16.42,107.08,NA,NA,NA,NA,4.46574,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76923076923077,NA,NA,NA,NA,NA,1.3900889,-0.7169629,-0.7687792,-0.031884379,11937.9,11.1364923213198,11.6694205374175,1.94591014905531,NA,NA,NA,NA,3.49650756146648,2.89037175789616,2.70805020110221,1.94591014905531,2.39789527279837,2.484906649788,2.484906649788,NA
"1194","skb","Tai-Kadai","Kam-Tai","Thailand","Asia",NA,17.42,104.75,26.0833,190.833,215.315,7,4.39794,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95125786163522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.87171304743694,12.1545214231452,2.484906649788,0.807591314950814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1195","spu","Austro-Asiatic","Bahnaric","Laos","Asia",NA,15.17,106.83,NA,NA,NA,NA,3.38021,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7027027027027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1252020383382,11.9679423519076,2.19722457733622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1196","sed","Austro-Asiatic","Bahnaric","Viet Nam","Asia",NA,14.83,108,23.9917,155,136.884,8,5.00618,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34210526315789,NA,NA,NA,NA,NA,1.3900889,1.79538213,-0.7687792,0.805563957,12105.63,11.6461443087565,12.018091101184,1.94591014905531,0.674983209932274,NA,NA,NA,3.97029191355212,3.66356164612965,2.63905732961526,3.29583686600433,2.484906649788,2.63905732961526,2.63905732961526,NA
"1197","ved","Indo-European","Indic","Sri Lanka","Asia",NA,7,81,22.2083,166.333,85.211,11.5,2.47712,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.41979059615839,11.8892569471033,1.38629436111989,0.198194905950245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198","gol","Niger-Congo","Southern Atlantic","Sierra Leone","Africa","gola",7.25,-10.83,25.7381,235.363,174.7845,9.92855,5.0306,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17647058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8750526379401,12.903831675147,2.19722457733622,-0.0891044750828209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199","grj","Niger-Congo","Kru","Liberia","Africa","grebo",5,-8,NA,NA,NA,NA,4.37475,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4309342773184,11.6384297262074,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200","xpe","Niger-Congo","Western Mande","Liberia","Africa","kpelle",7,-10,25.9569,218.583,158.587,10,5.68789,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71052631578947,NA,NA,NA,NA,NA,1.3900889,0.12048546,1.86204304,1.124205799,2348.62,14.4460730407634,13.6597767923844,2.77258872223978,0.0181345701954827,NA,NA,NA,3.89182029811063,3.46573590279973,2.63905732961526,2.39789527279837,3.04452243772342,2.63905732961526,1.94591014905531,1.09861228866811
"1201","lom","Niger-Congo","Western Mande","Liberia","Africa","loma",8,-9.5,24.0611,220.139,154.785,10.3333,5.15168,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3779271129743,12.785000744498,2.19722457733622,-0.307340710114965,NA,NA,NA,3.73766961828337,3.3322045101752,2.63905732961526,2.07944154167984,2.99573227355399,2.63905732961526,2.07944154167984,NA
"1202","men","Niger-Congo","Western Mande","Sierra Leone","Africa","mende",7.83,-11.5,26.14775,244.0035,191.631,9.3875,6.17017,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.51666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.163291113846,13.5458235978844,2.484906649788,-0.0614499623162226,NA,NA,NA,3.52636052461616,3.13549421592915,1.94591014905531,2.30258509299405,2.56494935746154,1.94591014905531,1.94591014905531,1.38629436111989
"1203","vai","Niger-Congo","Western Mande","Sierra Leone","Africa",NA,6.92,-11.25,26.67085,345.125,308.4575,9.5,5.02119,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5578366871907,12.55954772536,1.6094379124341,0.00344406240255505,NA,NA,NA,3.49650756146648,3.09104245335832,2.39789527279837,1.79175946922805,2.77258872223978,2.39789527279837,1.94591014905531,NA
"1204","ssw","Niger-Congo","Bantoid","Swaziland","Africa",NA,-26.5,31,19.452325,64.7065,47.0255,7.100425,6.23221,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.648128942396,13.213982663323,2.01490302054226,1.15956626800511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205","kdr","Altaic","Turkic","Ukraine","Asia","karaim",54.67,24.92,NA,NA,NA,NA,1.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.08738146457573,10.4819250947121,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1206","liv","Uralic","Finnic","Latvia","Europe","liv",56.83,24,6.1833,54.583,19.561,6,1.69897,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8239846509765,12.905902447554,1.38629436111989,2.09822649445817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1207","mfe","Creoles and Pidgins","","Mauritius","Africa","mauritiancreole",-20.33,57.5,22.5375,158.125,86.25,11.5,5.78104,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2042459781888,14.6315477115487,NA,0.790228518210509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208","mah","Austronesian","Oceanic","Marshall Islands","Australia and Oceania","marshallese",7.12,171.05,27.4323,272.6875,64.372,11.625,4.64246,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51612903225806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.94965523338113,17.1615085350859,0,-1.86918061619664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209","boz","Niger-Congo","Western Mande","Mali","Africa","bozotigemaxo",15,-4,27.2646,43.104,61.099,3.25,5.07076,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6314104764062,12.7702551330591,1.79175946922805,1.13249828466725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","khq","Nilo-Saharan","Songhay","Mali","Africa","koyrachiini",17,-3,28.5188,18.479,30.526,1.5,5.30103,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05416666666667,NA,NA,NA,NA,NA,-0.4846364,-0.7169629,-0.7687792,-0.656792827,2447.26,14.1355920544627,13.8311309223667,1.94591014905531,1.43181728891879,NA,NA,NA,3.58351893845611,3.04452243772342,2.70805020110221,2.07944154167984,2.56494935746154,2.70805020110221,1.6094379124341,NA
"1211","ses","Nilo-Saharan","Songhay","Niger","Africa","koyraborosenni",16,0,28.8458,25.125,40.198,2,5.60206,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.006383778163,13.8592116040354,2.30258509299405,0.837204233553371,NA,NA,NA,3.87120101090789,3.49650756146648,2.70805020110221,2.56494935746154,2.99573227355399,2.70805020110221,1.79175946922805,NA
"1212","csy","Sino-Tibetan","Kuki-Chin-Naga","Myanmar","Asia","chinsiyin",23.83,94,NA,NA,NA,NA,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.87163562308695,11.1201495079781,1.94591014905531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","bwe","Sino-Tibetan","Karen","Myanmar","Asia","karenbwe",19.5,97,26.1083,108.583,103.227,6,4.1959,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0262394553907,12.638426327324,2.94443897916644,0.921477258561455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","kjp","Sino-Tibetan","Karen","China","Asia","karenpwo",13,99.17,27.10545,242.4555,267.258,6.7931,6.02119,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6716484442181,14.9205011287413,3.11351530921037,0.605953968857568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","ksw","Sino-Tibetan","Karen","Myanmar","Asia","karensgaw",18,97,26.8158,207.0415,228.778,6.4077,6.19995,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15384615384615,NA,NA,NA,NA,NA,1.3900889,-0.7169629,1.86204304,0.845056353,10897.79,14.5592579302716,14.7000226555919,3.27714473299218,0.696491581810335,NA,NA,NA,3.66356164612965,3.29583686600433,2.19722457733622,2.07944154167984,2.94443897916644,2.19722457733622,2.19722457733622,1.09861228866811
"1216","eky","Sino-Tibetan","Karen","Thailand","Asia","kayahlieastern",19,97.5,26.7042,90.875,91.694,6,5.55657,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95588235294118,NA,NA,NA,NA,NA,1.3900889,-0.7169629,1.86204304,0.845056353,10899.36,10.0587804369422,11.580032559497,2.30258509299405,0.901907791506702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217","mnw","Austro-Asiatic","Monic","Thailand","Asia","mon",14.83,100.5,27.37515,258.224,283.7775,6.75,5.92969,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93589743589744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7605040623806,14.5355978236551,2.35137525716348,0.494879151936303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218","mon","Austro-Asiatic","Monic","Thailand","Asia","mongolian",14.83,100.5,27.37515,258.224,283.7775,6.75,5.92969,9,0.341242984,0.223693793,0.218032443,0.295740266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7605040623806,14.5355978236551,2.35137525716348,0.494879151936303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219","bxm","Altaic","Mongolic","Russia","Eurasia","buriat",52,108,-0.914,24.42,29.751,4.1786,4.81224,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.014612815799,15.5839962825326,2.70805020110221,2.70255513082023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","cal","Austronesian","Oceanic","Northern Mariana Islands","Australia and Oceania","carolinian",15.2,145.75,26.8583,165.583,92.247,12,3.47712,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.39189189189189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.87457354237149,13.1194932625624,0.693147180559945,-0.409473129505703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221","zen","Afro-Asiatic","Berber","Mauritania","Africa",NA,17.33,-16,27.25,17.542,28.607,2,2.30103,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03246753246753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9038490944738,12.7590550525894,1.6094379124341,0.976519981423628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222","amu","Oto-Manguean","Amuzgoan","Mexico","North America","amuzgo",16.83,-98,NA,NA,NA,NA,4.36173,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7375,NA,NA,NA,NA,NA,1.3900889,-0.7169629,1.86204304,0.845056353,20824.28,10.9670079261547,11.5219743995888,0,NA,NA,NA,NA,3.61091791264422,3.2188758248682,2.484906649788,2.484906649788,2.56494935746154,2.484906649788,1.94591014905531,NA
"1223","coz","Oto-Manguean","Popolocan","Mexico","North America","chocho",17.67,-97.42,NA,NA,NA,NA,2.88649,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89705882352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.83869681234353,10.6044540821482,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224","cco","Oto-Manguean","Chinantecan","Mexico","North America","chinanteccomaltepec",17.58,-96.42,NA,NA,NA,NA,3.30103,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1332094192105,11.2787588826657,1.79175946922805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225","coc","Hokan","Yuman","USA","North America","cocopa",32.33,-115,22.8433,6.3,4.12,0,2.54407,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24137931034483,NA,NA,NA,NA,NA,-1.2345266,0.12048546,-0.7687792,-0.627606761,18528.64,10.9849452048834,11.4311349808248,0.693147180559945,2.02846398691497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","chd","Tequistlatecan","Tequistlatecan","Mexico","North America","chontalhighland",16.25,-95.75,20.1528,83.056,86.577,5.6667,3.5563,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8930727650941,12.4949252826038,1.38629436111989,0.0514532815889157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227","chq","Oto-Manguean","Chinantecan","Mexico","North America","chinantecquiotepec",17.58,-96.67,NA,NA,NA,NA,3.90309,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63157894736842,NA,NA,NA,NA,NA,1.3900889,0.9579338,1.86204304,1.403355244,20808.09,9.49694686620103,10.8853225496177,1.09861228866811,NA,NA,NA,NA,3.71357206670431,3.25809653802148,2.70805020110221,2.77258872223978,2.30258509299405,2.70805020110221,2.07944154167984,NA
"1228","clo","Tequistlatecan","Tequistlatecan","Mexico","North America","chontalhuamelultecoaxaca",16,-95.75,NA,NA,NA,NA,2.97772,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55405405405405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.53777982502463,10.3152660227009,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229","pei","Oto-Manguean","Chichimec","Mexico","North America","chichimecajonaz",21.67,-100.5,18.025,34,30.334,4,2.30103,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52941176470588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.66827141998765,10.7697052977758,0,0.950846736015762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
